Year,Municipality,Variety,Farms,Acres,Yield_bu_ac,Reported
2020,TWO BORDERS,SY TORACH <SYNGENTA>,13,3359,57.6,TRUE
2020,UNORG TERRITORY,AAC BRANDON (BW 932),3,882,59.5,TRUE
2020,VICTORIA,AAC BRANDON (BW 932),27,8419,67.6,TRUE
2020,VICTORIA,AAC ELIE(BW931),6,1841,62.6,TRUE
2020,VICTORIA,AAC TISDALE (PT250),4,742,65.5,TRUE
2020,VICTORIA,CARDALE (BW429),4,737,43.9,TRUE
2020,WALLACE-WOODWORTH,AAC ALIDA (BW980),3,739,76,TRUE
2020,WALLACE-WOODWORTH,AAC BRANDON (BW 932),106,48658,65.2,TRUE
2020,WALLACE-WOODWORTH,AAC ELIE(BW931),9,3615,68.1,TRUE
2020,WALLACE-WOODWORTH,AAC REDBERRY,8,1525,59,TRUE
2020,WALLACE-WOODWORTH,AAC TISDALE (PT250),14,3543,54.7,TRUE
2020,WALLACE-WOODWORTH,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,26,10614,59.4,TRUE
2020,WALLACE-WOODWORTH,BOLLES <SEED DEPOT>,15,3536,53.8,TRUE
2020,WALLACE-WOODWORTH,CDC LANDMARK,3,608,63.7,TRUE
2020,WALLACE-WOODWORTH,GLENN,3,1565,53.4,TRUE
2020,WALLACE-WOODWORTH,SY TORACH <SYNGENTA>,4,955,68.2,TRUE
2020,WEST INTERLAKE,AAC BRANDON (BW 932),6,2094,43.4,TRUE
2020,WEST ST. PAUL,AAC BRANDON (BW 932),4,724,53.9,TRUE
2020,WESTLAKE-GLADSTONE,AAC BRANDON (BW 932),75,49160,65.5,TRUE
2020,WESTLAKE-GLADSTONE,AAC ELIE(BW931),11,5654,57.4,TRUE
2020,WESTLAKE-GLADSTONE,AAC REDBERRY,5,1370,51.7,TRUE
2020,WESTLAKE-GLADSTONE,BOLLES <SEED DEPOT>,4,1432,77,TRUE
2020,WESTLAKE-GLADSTONE,CARBERRY (BW874),3,835,62.2,TRUE
2020,WHITEHEAD,AAC BRANDON (BW 932),52,22899,54.8,TRUE
2020,WHITEHEAD,AAC CAMERON VB <CANTERRA>,3,520,72.4,TRUE
2020,WHITEHEAD,AAC ELIE(BW931),3,1825,40.2,TRUE
2020,WHITEHEAD,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,5,1544,40.3,TRUE
2020,WHITEMOUTH,AAC BRANDON (BW 932),10,2496,54,TRUE
2020,WINNIPEG,AAC BRANDON (BW 932),9,2620,71.4,TRUE
2020,WINNIPEG,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,3,714,68.8,TRUE
2020,WOODLANDS,AAC BRANDON (BW 932),46,19037,61.2,TRUE
2020,YELLOWHEAD,AAC BRANDON (BW 932),23,9768,59.2,TRUE
2020,YELLOWHEAD,AAC ELIE(BW931),7,2935,58.8,TRUE
2020,YELLOWHEAD,AAC REDBERRY,28,11502,57.8,TRUE
2020,YELLOWHEAD,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,22,13757,54.3,TRUE
2020,YELLOWHEAD,BOLLES <SEED DEPOT>,10,5241,70.5,TRUE
2021,ALEXANDER,AAC ELIE(BW931),3,1872,90.9,TRUE
2021,ALEXANDER,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,3,1983,77.3,TRUE
2021,ALONSA,AAC BRANDON (BW 932),10,3283,34.6,TRUE
2021,ALONSA,AAC STARBUCK <SECAN>,3,2216,28.1,TRUE
2021,ARGYLE,AAC BRANDON (BW 932),61,25595.3,46.8,TRUE
2021,ARGYLE,AAC STARBUCK <SECAN>,13,2076,52.5,TRUE
2021,ARMSTRONG,AAC BRANDON (BW 932),5,883,20.7,TRUE
2021,BIFROST-RIVERTON,AAC BRANDON (BW 932),33,12482,31.4,TRUE
2021,BIFROST-RIVERTON,AAC LEROY VB <ALLIANCE>,10,1553,38.2,TRUE
2021,BIFROST-RIVERTON,AAC STARBUCK <SECAN>,29,7417,37.9,TRUE
2021,BIFROST-RIVERTON,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,36,12621,40.2,TRUE
2021,BIFROST-RIVERTON,AC BARRIE (BW 661),3,1380,36.2,TRUE
2021,BIFROST-RIVERTON,SY TORACH <SYNGENTA>,6,1016,37.2,TRUE
2021,BOISSEVAIN-MORTON,AAC BRANDON (BW 932),40,18659,50.7,TRUE
2021,BOISSEVAIN-MORTON,AAC ELIE(BW931),7,3082,54.8,TRUE
2021,BOISSEVAIN-MORTON,AAC LEROY VB <ALLIANCE>,3,612,55.5,TRUE
2021,BOISSEVAIN-MORTON,AAC REDBERRY,4,1313,47.7,TRUE
2021,BOISSEVAIN-MORTON,AAC STARBUCK <SECAN>,17,7056,52.9,TRUE
2021,BOISSEVAIN-MORTON,AAC WHEATLAND <SECAN>,16,4908,53.7,TRUE
2021,BRENDA-WASKADA,AAC BRANDON (BW 932),49,32141.5,48.9,TRUE
2021,BRENDA-WASKADA,AAC ELIE(BW931),17,10407,43.5,TRUE
2021,BRENDA-WASKADA,AAC REDBERRY,4,1425,49.5,TRUE
2021,BRENDA-WASKADA,AAC STARBUCK <SECAN>,5,1813,46.2,TRUE
2021,BROKENHEAD,AAC BRANDON (BW 932),21,6343,61.3,TRUE
2021,BROKENHEAD,AAC ELIE(BW931),6,1582,72.5,TRUE
2021,BROKENHEAD,AAC LEROY VB <ALLIANCE>,4,757,60,TRUE
2021,BROKENHEAD,AAC STARBUCK <SECAN>,4,604,50.6,TRUE
2021,BROKENHEAD,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,32,8762,67.7,TRUE
2021,BROKENHEAD,BOLLES <SEED DEPOT>,3,814,57.7,TRUE
2021,BROKENHEAD,CARDALE (BW429),3,748,48.9,TRUE
2021,BROKENHEAD,CDC ORTONA <PROVEN>,5,819,53.1,TRUE
2021,CARTIER,AAC BRANDON (BW 932),38,16612,52.4,TRUE
2021,CARTIER,AAC STARBUCK <SECAN>,21,4853,50.8,TRUE
2021,CARTIER,SY GABBRO <SYNGENTA>,3,905,42.6,TRUE
2021,CARTWRIGHT-ROBLIN,AAC BRANDON (BW 932),39,15843,53.1,TRUE
2021,CARTWRIGHT-ROBLIN,AAC REDBERRY,5,829,51.6,TRUE
2021,CARTWRIGHT-ROBLIN,AAC STARBUCK <SECAN>,16,3808,55.2,TRUE
2021,CARTWRIGHT-ROBLIN,AAC WHEATLAND <SECAN>,8,2152,50.6,TRUE
2021,CLANWILLIAM-ERICKSON,AAC BRANDON (BW 932),3,1199,64.8,TRUE
2021,CLANWILLIAM-ERICKSON,AAC REDBERRY,8,2482,48.8,TRUE
2021,CORNWALLIS,AAC BRANDON (BW 932),26,10113,55.4,TRUE
2021,CORNWALLIS,AAC WHEATLAND <SECAN>,3,590,56.2,TRUE
2021,DAUPHIN,AAC BRANDON (BW 932),63,29141,47.7,TRUE
2021,DAUPHIN,AAC CAMERON VB <CANTERRA>,9,2101,35.5,TRUE
2021,DAUPHIN,AAC REDBERRY,8,1617,49.3,TRUE
2021,DAUPHIN,AAC STARBUCK <SECAN>,6,1402,61.6,TRUE
2021,DAUPHIN,AAC TISDALE (PT250),4,1197,41.3,TRUE
2021,DAUPHIN,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,14,3934,53.9,TRUE
2021,DAUPHIN,AAC WHEATLAND <SECAN>,12,2046,44.5,TRUE
2021,DAUPHIN,CARDALE (BW429),5,2484,44.8,TRUE
2021,DAUPHIN,CS DAYBREAK <CANTERRA>,3,841,71.3,TRUE
2021,DELORAINE-WINCHESTER,AAC BRANDON (BW 932),37,15006,53.3,TRUE
2021,DELORAINE-WINCHESTER,AAC ELIE(BW931),5,5763,62.5,TRUE
2021,DELORAINE-WINCHESTER,AAC LEROY VB <ALLIANCE>,3,1288,61.4,TRUE
2021,DELORAINE-WINCHESTER,AAC REDBERRY,3,1365,55.2,TRUE
2021,DELORAINE-WINCHESTER,AAC STARBUCK <SECAN>,5,1199,41.1,TRUE
2021,DELORAINE-WINCHESTER,AAC WHEATLAND <SECAN>,5,1063,38.7,TRUE
2021,DESALABERRY,AAC BRANDON (BW 932),38,13361,60.8,TRUE
2021,DESALABERRY,AAC STARBUCK <SECAN>,13,1784,63.9,TRUE
2021,DESALABERRY,AAC TISDALE (PT250),10,2291,58.9,TRUE
2021,DESALABERRY,CARDALE (BW429),4,3230,56.8,TRUE
2021,DUFFERIN,AAC BRANDON (BW 932),48,12065,39.7,TRUE
2021,DUFFERIN,AAC ELIE(BW931),3,585,29.3,TRUE
2021,DUFFERIN,AAC STARBUCK <SECAN>,15,2527,35.7,TRUE
2021,DUFFERIN,SY GABBRO <SYNGENTA>,3,1065,32.2,TRUE
2021,ELLICE-ARCHIE,AAC BRANDON (BW 932),12,5888,45.1,TRUE
2021,ELLICE-ARCHIE,AAC REDBERRY,6,1784,51.1,TRUE
2021,ELLICE-ARCHIE,AAC STARBUCK <SECAN>,11,3539,56.2,TRUE
2021,ELLICE-ARCHIE,AAC WHEATLAND <SECAN>,9,5344,49.7,TRUE
2021,ELLICE-ARCHIE,BOLLES <SEED DEPOT>,4,1643,49.9,TRUE
2021,ELTON,AAC BRANDON (BW 932),55,26041,64.1,TRUE
2021,ELTON,AAC CAMERON VB <CANTERRA>,4,910,67.8,TRUE
2021,ELTON,AAC STARBUCK <SECAN>,18,4981,67.4,TRUE
2021,ELTON,AAC WHEATLAND <SECAN>,6,1483,78.6,TRUE
2021,EMERSON-FRANKLIN,AAC BRANDON (BW 932),38,18732,65.1,TRUE
2021,EMERSON-FRANKLIN,AAC STARBUCK <SECAN>,10,1803,64.9,TRUE
2021,EMERSON-FRANKLIN,CS DAYBREAK <CANTERRA>,3,564,49.7,TRUE
2021,ETHELBERT,AAC BRANDON (BW 932),7,1983,45.5,TRUE
2021,ETHELBERT,AAC REDBERRY,3,517,41.9,TRUE
2021,ETHELBERT,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,5,1787,38.9,TRUE
2021,ETHELBERT,CARDALE (BW429),3,585,41.1,TRUE
2021,FISHER,AAC BRANDON (BW 932),26,6876,27.9,TRUE
2021,FISHER,AAC STARBUCK <SECAN>,5,1446,16.8,TRUE
2021,FISHER,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,9,3367,37.4,TRUE
2021,FISHER,CDC STANLEY (BW880),4,1039,20.7,TRUE
2021,FISHER,CS DAYBREAK <CANTERRA>,4,715,12.9,TRUE
2021,FISHER,SY TORACH <SYNGENTA>,4,1153,43.1,TRUE
2021,GILBERT PLAINS,AAC BRANDON (BW 932),26,8780,51.5,TRUE
2021,GILBERT PLAINS,AAC CAMERON VB <CANTERRA>,6,1887,44.6,TRUE
2021,GILBERT PLAINS,AAC ELIE(BW931),3,655,57.9,TRUE
2021,GILBERT PLAINS,AAC LEROY VB <ALLIANCE>,3,656,50,TRUE
2021,GILBERT PLAINS,AAC REDBERRY,35,19004,50.1,TRUE
2021,GILBERT PLAINS,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,13,5334,53.1,TRUE
2021,GILBERT PLAINS,BOLLES <SEED DEPOT>,3,1585,46.7,TRUE
2021,GILBERT PLAINS,CDC STANLEY (BW880),4,2750,39,TRUE
2021,GIMLI,AAC BRANDON (BW 932),4,1541,44.5,TRUE
2021,GLENBORO-SOUTH CYPRESS,AAC BRANDON (BW 932),27,7053,42.8,TRUE
2021,GLENBORO-SOUTH CYPRESS,AAC STARBUCK <SECAN>,6,1076,41.8,TRUE
2021,GLENELLA-LANSDOWNE,AAC BRANDON (BW 932),42,22964,36.6,TRUE
2021,GLENELLA-LANSDOWNE,AAC ELIE(BW931),4,1690,35.5,TRUE
2021,GLENELLA-LANSDOWNE,AAC REDBERRY,4,1370,30.8,TRUE
2021,GLENELLA-LANSDOWNE,AAC STARBUCK <SECAN>,13,7844,30.5,TRUE
2021,GLENELLA-LANSDOWNE,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,7,1345,45,TRUE
2021,GLENELLA-LANSDOWNE,BOLLES <SEED DEPOT>,7,2381,30.7,TRUE
2021,GRAHAMDALE,AAC BRANDON (BW 932),6,2829,14.3,TRUE
2021,GRANDVIEW,AAC BRANDON (BW 932),41,16828.4,56.7,TRUE
2021,GRANDVIEW,AAC CAMERON VB <CANTERRA>,7,2551,49.3,TRUE
2021,GRANDVIEW,AAC ELIE(BW931),5,1163,49.2,TRUE
2021,GRANDVIEW,AAC REDBERRY,19,7099,54.3,TRUE
2021,GRANDVIEW,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,19,7238,51.6,TRUE
2021,GRANDVIEW,AAC WHEATLAND <SECAN>,10,2042,51.9,TRUE
2021,GRANDVIEW,BOLLES <SEED DEPOT>,13,3937,49.2,TRUE
2021,GRANDVIEW,CDC PLENTIFUL (PT580),5,2026,52.3,TRUE
2021,GRASSLAND,AAC BRANDON (BW 932),69,28879,48.1,TRUE
2021,GRASSLAND,AAC ELIE(BW931),3,581,51.3,TRUE
2021,GRASSLAND,AAC STARBUCK <SECAN>,15,6028,48.8,TRUE
2021,GRASSLAND,AAC WHEATLAND <SECAN>,22,6536,50.9,TRUE
2021,GREY,AAC BRANDON (BW 932),51,16538,45.7,TRUE
2021,GREY,AAC STARBUCK <SECAN>,24,6882,44.2,TRUE
2021,GREY,BOLLES <SEED DEPOT>,3,616,24,TRUE
2021,HAMIOTA,AAC BRANDON (BW 932),30,10294,54.2,TRUE
2021,HAMIOTA,AAC REDBERRY,8,2443,59.4,TRUE
2021,HAMIOTA,AAC STARBUCK <SECAN>,24,5597,55.3,TRUE
2021,HAMIOTA,AAC WHEATLAND <SECAN>,20,6295,59.1,TRUE
2021,HAMIOTA,CDC LANDMARK,9,2204,52,TRUE
2021,HANOVER,AAC BRANDON (BW 932),25,6921,64.3,TRUE
2021,HANOVER,AAC STARBUCK <SECAN>,7,1164,56.5,TRUE
2021,HARRISON PARK,AAC BRANDON (BW 932),14,6139,53.7,TRUE
2021,HARRISON PARK,AAC LEROY VB <ALLIANCE>,5,1212,60.3,TRUE
2021,HARRISON PARK,AAC REDBERRY,27,8818,48,TRUE
2021,HARRISON PARK,AAC STARBUCK <SECAN>,4,1275,72.8,TRUE
2021,HARRISON PARK,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,5,1141,60,TRUE
2021,HARRISON PARK,AAC WHEATLAND <SECAN>,5,2967,64.8,TRUE
2021,HARRISON PARK,AC SPLENDOR (BW 191),3,592,27,TRUE
2021,HARRISON PARK,BOLLES <SEED DEPOT>,11,3163,48.6,TRUE
2021,HARRISON PARK,SY TORACH <SYNGENTA>,3,626,57.6,TRUE
2021,HEADINGLEY,AAC BRANDON (BW 932),8,3069,47.1,TRUE
2021,HEADINGLEY,AAC STARBUCK <SECAN>,4,638,40.7,TRUE
2021,HILLSBURG-ROBLIN-SHELL RIVER,AAC BRANDON (BW 932),20,9785,52,TRUE
2021,HILLSBURG-ROBLIN-SHELL RIVER,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,17,5697,50.5,TRUE
2021,HILLSBURG-ROBLIN-SHELL RIVER,AAC WHEATLAND <SECAN>,7,2460,55.9,TRUE
2021,HILLSBURG-ROBLIN-SHELL RIVER,BOLLES <SEED DEPOT>,9,3497,51,TRUE
2021,KELSEY,AAC REDBERRY,8,5001,33.4,TRUE
2021,KELSEY,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,4,3868,64.2,TRUE
2021,KELSEY,CDC LANDMARK,3,1707,56.7,TRUE
2021,KILLARNEY-TURTLE MTN,AAC BRANDON (BW 932),53,29184,47.7,TRUE
2021,KILLARNEY-TURTLE MTN,AAC CAMERON VB <CANTERRA>,8,3267,46.4,TRUE
2021,KILLARNEY-TURTLE MTN,AAC LEROY VB <ALLIANCE>,5,974,46.4,TRUE
2021,KILLARNEY-TURTLE MTN,"AAC MAGNET |BW 1045, BJ14*A01135|",4,892,45.5,TRUE
2021,KILLARNEY-TURTLE MTN,AAC REDBERRY,3,1655,48.1,TRUE
2021,KILLARNEY-TURTLE MTN,AAC STARBUCK <SECAN>,11,2964,50.4,TRUE
2021,KILLARNEY-TURTLE MTN,AAC WHEATLAND <SECAN>,6,1983,44.5,TRUE
2021,LAC DU BONNET,AAC BRANDON (BW 932),6,2297,72.8,TRUE
2021,LAC DU BONNET,AAC ELIE(BW931),6,1320,89.8,TRUE
2021,LAC DU BONNET,AAC STARBUCK <SECAN>,3,768,65,TRUE
2021,LAC DU BONNET,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,11,2131,81.8,TRUE
2021,LAKESHORE,AAC BRANDON (BW 932),29,12081,44,TRUE
2021,LAKESHORE,AAC REDBERRY,3,770,46.8,TRUE
2021,LAKESHORE,AAC STARBUCK <SECAN>,3,1631,48.3,TRUE
2021,LAKESHORE,AAC TISDALE (PT250),6,1292,35.7,TRUE
2021,LAKESHORE,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,5,1911,41,TRUE
2021,LAKESHORE,BOLLES <SEED DEPOT>,3,748,46.8,TRUE
2021,LORNE,AAC BRANDON (BW 932),98,30531,62.1,TRUE
2021,LORNE,AAC ELIE(BW931),3,621,53.9,TRUE
2021,LORNE,AAC STARBUCK <SECAN>,34,5831,64.4,TRUE
2021,LORNE,AAC TISDALE (PT250),5,705,44.9,TRUE
2021,LORNE,CARDALE (BW429),6,2279,58.8,TRUE
2021,LOUISE,AAC BRANDON (BW 932),88,39614.4,61.5,TRUE
2021,LOUISE,AAC ELIE(BW931),3,670,63.6,TRUE
2021,LOUISE,AAC REDBERRY,4,861,55.7,TRUE
2021,LOUISE,AAC STARBUCK <SECAN>,43,9589,64,TRUE
2021,LOUISE,AAC WHEATLAND <SECAN>,4,785.8,60.3,TRUE
2021,MACDONALD,AAC BRANDON (BW 932),91,37660,35.5,TRUE
2021,MACDONALD,AAC STARBUCK <SECAN>,49,13846,35.6,TRUE
2021,MACDONALD,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,13,4684,34.8,TRUE
2021,MACDONALD,CS DAYBREAK <CANTERRA>,3,786,39.7,TRUE
2021,MACDONALD,SY GABBRO <SYNGENTA>,7,1060,36.3,TRUE
2021,MCCREARY,AAC BRANDON (BW 932),16,6878,39.7,TRUE
2021,MCCREARY,AAC TISDALE (PT250),6,1036,31.1,TRUE
2021,MINITONAS-BOWSMAN,AAC BRANDON (BW 932),10,3653,61.6,TRUE
2021,MINITONAS-BOWSMAN,AAC REDBERRY,4,1264,55.8,TRUE
2021,MINITONAS-BOWSMAN,AAC TISDALE (PT250),7,1976,47.3,TRUE
2021,MINITONAS-BOWSMAN,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,69,32091,59.9,TRUE
2021,MINITONAS-BOWSMAN,AAC WHEATLAND <SECAN>,4,592,77.8,TRUE
2021,MINITONAS-BOWSMAN,CARDALE (BW429),8,3489,56.8,TRUE
2021,MINTO-ODANAH,AAC BRANDON (BW 932),42,16938.3,59.2,TRUE
2021,MINTO-ODANAH,AAC REDBERRY,6,1257,56.1,TRUE
2021,MINTO-ODANAH,AAC STARBUCK <SECAN>,10,3093,66.2,TRUE
2021,MINTO-ODANAH,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,3,1195,61.3,TRUE
2021,MINTO-ODANAH,AAC WHEATLAND <SECAN>,7,2326,69.5,TRUE
2021,MINTO-ODANAH,BOLLES <SEED DEPOT>,9,2464,60.3,TRUE
2021,MONTCALM,AAC BRANDON (BW 932),40,11694,66.3,TRUE
2021,MONTCALM,AAC STARBUCK <SECAN>,18,4157,61.8,TRUE
2021,MORRIS,AAC BRANDON (BW 932),84,25388,52.2,TRUE
2021,MORRIS,AAC STARBUCK <SECAN>,37,9076,56.3,TRUE
2021,MORRIS,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,12,4456,58.8,TRUE
2021,MORRIS,CARDALE (BW429),4,1320,55.3,TRUE
2021,MORRIS,CS DAYBREAK <CANTERRA>,5,1557,58.3,TRUE
2021,MORRIS,SY GABBRO <SYNGENTA>,4,1468,25.9,TRUE
2021,MOSSEY RIVER,AAC BRANDON (BW 932),4,1402,54.1,TRUE
2021,MOSSEY RIVER,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,4,2356,49.5,TRUE
2021,MOSSEY RIVER,CARDALE (BW429),5,1548,52,TRUE
2021,MOUNTAIN,AAC BRANDON (BW 932),3,2055,50.9,TRUE
2021,MOUNTAIN,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,19,11501,62.8,TRUE
2021,MOUNTAIN,CARDALE (BW429),6,3006,60.7,TRUE
2021,NORFOLK-TREHERNE,AAC BRANDON (BW 932),41,13993.3,62.2,TRUE
2021,NORFOLK-TREHERNE,AAC STARBUCK <SECAN>,8,1633,65.7,TRUE
2021,NORFOLK-TREHERNE,AAC TISDALE (PT250),5,949,55,TRUE
2021,NORFOLK-TREHERNE,AAC WHEATLAND <SECAN>,3,879,67.7,TRUE
2021,NORFOLK-TREHERNE,SY TORACH <SYNGENTA>,3,640,73.1,TRUE
2021,NORTH CYPRESS-LANGFORD,AAC BRANDON (BW 932),72,41348.8,48.7,TRUE
2021,NORTH CYPRESS-LANGFORD,AAC REDBERRY,3,2112,57.8,TRUE
2021,NORTH CYPRESS-LANGFORD,AAC STARBUCK <SECAN>,14,3841.4,47.2,TRUE
2021,NORTH CYPRESS-LANGFORD,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,3,853,32,TRUE
2021,NORTH CYPRESS-LANGFORD,BOLLES <SEED DEPOT>,3,1072,43.3,TRUE
2021,NORTH NORFOLK,AAC BRANDON (BW 932),36,12366,43.2,TRUE
2021,NORTH NORFOLK,AAC ELIE(BW931),6,1632,38.4,TRUE
2021,NORTH NORFOLK,AAC STARBUCK <SECAN>,6,2389,47.6,TRUE
2021,NORTH NORFOLK,BOLLES <SEED DEPOT>,8,4571,42.5,TRUE
2021,NORTH NORFOLK,CARDALE (BW429),8,1333,34.1,TRUE
2021,OAKLAND-WAWANESA,AAC BRANDON (BW 932),29,11725,58.2,TRUE
2021,OAKLAND-WAWANESA,AAC CAMERON VB <CANTERRA>,5,535,46.4,TRUE
2021,OAKLAND-WAWANESA,AAC STARBUCK <SECAN>,15,2533,52.1,TRUE
2021,OAKLAND-WAWANESA,AAC WHEATLAND <SECAN>,10,3845,54,TRUE
2021,OAKVIEW,AAC ALIDA (BW980),5,1231,57,TRUE
2021,OAKVIEW,AAC BRANDON (BW 932),43,16387.9,60.3,TRUE
2021,OAKVIEW,AAC REDBERRY,17,3746,56.7,TRUE
2021,OAKVIEW,AAC STARBUCK <SECAN>,32,9142,59.6,TRUE
2021,OAKVIEW,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,3,871,51.4,TRUE
2021,OAKVIEW,AAC WHEATLAND <SECAN>,14,6047,51.6,TRUE
2021,OAKVIEW,BOLLES <SEED DEPOT>,6,1017,63.5,TRUE
2021,OAKVIEW,CDC LANDMARK,4,1328,61.2,TRUE
2021,PEMBINA,AAC BRANDON (BW 932),96,32280,52.2,TRUE
2021,PEMBINA,AAC STARBUCK <SECAN>,21,4645,58.4,TRUE
2021,PEMBINA,AAC WHEATLAND <SECAN>,5,1203,44.8,TRUE
2021,PEMBINA,SY TORACH <SYNGENTA>,5,1007,55.8,TRUE
2021,PINEY,AAC BRANDON (BW 932),4,1326,58.1,TRUE
2021,PIPESTONE,AAC BRANDON (BW 932),59,32551,41.8,TRUE
2021,PIPESTONE,AAC ELIE(BW931),4,3587,41.7,TRUE
2021,PIPESTONE,AAC REDBERRY,6,1031,37.2,TRUE
2021,PIPESTONE,AAC STARBUCK <SECAN>,8,1976,38.1,TRUE
2021,PIPESTONE,AAC TISDALE (PT250),3,999,38.5,TRUE
2021,PIPESTONE,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,7,2119,36.6,TRUE
2021,PIPESTONE,AAC WHEATLAND <SECAN>,8,4606,45,TRUE
2021,PORTAGE LA PRAIRIE,AAC BRANDON (BW 932),106,52284,55.5,TRUE
2021,PORTAGE LA PRAIRIE,AAC STARBUCK <SECAN>,35,13351,59.2,TRUE
2021,PORTAGE LA PRAIRIE,BOLLES <SEED DEPOT>,8,2256,42.8,TRUE
2021,PRAIRIE LAKES,AAC BRANDON (BW 932),67,30677,55.8,TRUE
2021,PRAIRIE LAKES,AAC CAMERON VB <CANTERRA>,4,635,50,TRUE
2021,PRAIRIE LAKES,AAC STARBUCK <SECAN>,10,2028,54.7,TRUE
2021,PRAIRIE LAKES,AAC WHEATLAND <SECAN>,18,4254,56.1,TRUE
2021,PRAIRIE LAKES,BOLLES <SEED DEPOT>,4,1100,41.3,TRUE
2021,PRAIRIE VIEW,AAC BRANDON (BW 932),41,12184,46,TRUE
2021,PRAIRIE VIEW,AAC CAMERON VB <CANTERRA>,3,1118,70.3,TRUE
2021,PRAIRIE VIEW,AAC LEROY VB <ALLIANCE>,3,560,55.3,TRUE
2021,PRAIRIE VIEW,AAC REDBERRY,29,13210,52.6,TRUE
2021,PRAIRIE VIEW,AAC STARBUCK <SECAN>,26,12525,58.8,TRUE
2021,PRAIRIE VIEW,AAC WHEATLAND <SECAN>,40,16251,58.1,TRUE
2021,PRAIRIE VIEW,BOLLES <SEED DEPOT>,28,13441,53.4,TRUE
2021,PRAIRIE VIEW,CDC LANDMARK,6,2284,57.9,TRUE
2021,RHINELAND,AAC BRANDON (BW 932),77,11634,57,TRUE
2021,RHINELAND,AAC STARBUCK <SECAN>,38,7832,63.2,TRUE
2021,RHINELAND,AAC WHEATLAND <SECAN>,10,1758,71.5,TRUE
2021,RIDING MOUNTAIN WEST,AAC BRANDON (BW 932),26,11964,61,TRUE
2021,RIDING MOUNTAIN WEST,AAC ELIE(BW931),5,1765,46.6,TRUE
2021,RIDING MOUNTAIN WEST,AAC LEROY VB <ALLIANCE>,4,1030,63.8,TRUE
2021,RIDING MOUNTAIN WEST,AAC REDBERRY,17,3690,57.6,TRUE
2021,RIDING MOUNTAIN WEST,AAC STARBUCK <SECAN>,15,5795,62.2,TRUE
2021,RIDING MOUNTAIN WEST,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,16,6526,67.3,TRUE
2021,RIDING MOUNTAIN WEST,AAC WHEATLAND <SECAN>,13,5522,59.6,TRUE
2021,RIDING MOUNTAIN WEST,BOLLES <SEED DEPOT>,29,12586,57.6,TRUE
2021,RIDING MOUNTAIN WEST,CDC LANDMARK,19,10037,58.1,TRUE
2021,RITCHOT,AAC BRANDON (BW 932),26,7564.1,51.4,TRUE
2021,RITCHOT,AAC STARBUCK <SECAN>,10,2239,51.7,TRUE
2021,RIVERDALE,AAC BRANDON (BW 932),40,15023,51.6,TRUE
2021,RIVERDALE,AAC STARBUCK <SECAN>,12,3139,58.6,TRUE
2021,ROCKWOOD,AAC BRANDON (BW 932),54,17685.1,33.3,TRUE
2021,ROCKWOOD,AAC ELIE(BW931),3,926,41,TRUE
2021,ROCKWOOD,AAC LEROY VB <ALLIANCE>,3,810,29.8,TRUE
2021,ROCKWOOD,AAC STARBUCK <SECAN>,30,7950,33.2,TRUE
2021,ROCKWOOD,BOLLES <SEED DEPOT>,7,2880,31,TRUE
2021,ROLAND,AAC BRANDON (BW 932),41,11169,38.7,TRUE
2021,ROLAND,AAC STARBUCK <SECAN>,24,4404,38.6,TRUE
2021,ROLAND,CARDALE (BW429),7,1681,33.9,TRUE
2021,ROSEDALE,AAC BRANDON (BW 932),25,9404,44.2,TRUE
2021,ROSEDALE,AAC ELIE(BW931),3,1485,41.8,TRUE
2021,ROSEDALE,AAC REDBERRY,5,2485.1,42.6,TRUE
2021,ROSEDALE,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,4,699,60,TRUE
2021,ROSEDALE,BOLLES <SEED DEPOT>,7,3083,38.7,TRUE
