Year,RM,Crop,Yield,Unit
1999,124,Lentils,1300,lb/ac
1999,124,Flax,19.7,bu/ac
2000,124,Spring Wheat,28.7,bu/ac
2000,124,Durum,29,bu/ac
2000,124,Canola,25.2,bu/ac
2000,124,Barley,45,bu/ac
2000,124,Oats,46.9,bu/ac
2000,124,Peas,26.3,bu/ac
2000,124,Lentils,1000,lb/ac
2000,124,Flax,16.5,bu/ac
2001,124,Spring Wheat,25.9,bu/ac
2001,124,Durum,25,bu/ac
2001,124,Canola,21.4,bu/ac
2001,124,Barley,44.9,bu/ac
2001,124,Oats,56.1,bu/ac
2001,124,Peas,26.7,bu/ac
2001,124,Lentils,1200,lb/ac
2001,124,Flax,17.1,bu/ac
2002,124,Spring Wheat,30.6,bu/ac
2002,124,Durum,32.1,bu/ac
2002,124,Canola,23.3,bu/ac
2002,124,Barley,47.3,bu/ac
2002,124,Oats,53.2,bu/ac
2002,124,Peas,25.4,bu/ac
2002,124,Lentils,890,lb/ac
2002,124,Flax,20.4,bu/ac
2003,124,Spring Wheat,24.3,bu/ac
2003,124,Durum,28.5,bu/ac
2003,124,Canola,19.5,bu/ac
2003,124,Barley,42.8,bu/ac
2003,124,Oats,40.9,bu/ac
2003,124,Peas,26.5,bu/ac
2003,124,Lentils,615,lb/ac
2003,124,Flax,14.5,bu/ac
2004,124,Spring Wheat,28,bu/ac
2004,124,Durum,25,bu/ac
2004,124,Canola,15.3,bu/ac
2004,124,Barley,49.3,bu/ac
2004,124,Oats,49.7,bu/ac
2004,124,Peas,38.7,bu/ac
2004,124,Lentils,600,lb/ac
2004,124,Flax,7.8,bu/ac
2005,124,Spring Wheat,32.4,bu/ac
2005,124,Durum,27,bu/ac
2005,124,Canola,29,bu/ac
2005,124,Barley,49.2,bu/ac
2005,124,Oats,59.1,bu/ac
2005,124,Peas,26.1,bu/ac
2005,124,Lentils,1150,lb/ac
2005,124,Flax,19.5,bu/ac
2006,124,Spring Wheat,29.2,bu/ac
2006,124,Durum,28,bu/ac
2006,124,Canola,23.3,bu/ac
2006,124,Barley,47.5,bu/ac
2006,124,Oats,52.1,bu/ac
2006,124,Peas,32.8,bu/ac
2006,124,Lentils,950,lb/ac
2006,124,Flax,19.6,bu/ac
2007,124,Spring Wheat,25.2,bu/ac
2007,124,Durum,20,bu/ac
2007,124,Canola,19.8,bu/ac
2007,124,Barley,32.2,bu/ac
2007,124,Oats,44.9,bu/ac
2007,124,Peas,25.6,bu/ac
2007,124,Lentils,900,lb/ac
2007,124,Flax,16.3,bu/ac
2008,124,Spring Wheat,38,bu/ac
2008,124,Durum,41,bu/ac
2008,124,Canola,30.5,bu/ac
2008,124,Barley,53.4,bu/ac
2008,124,Oats,70.1,bu/ac
2008,124,Peas,35,bu/ac
2008,124,Lentils,1495,lb/ac
2008,124,Flax,23.3,bu/ac
2009,124,Spring Wheat,39.1,bu/ac
2009,124,Durum,35,bu/ac
2009,124,Canola,32.7,bu/ac
2009,124,Barley,50.3,bu/ac
2009,124,Oats,66.6,bu/ac
2009,124,Peas,34.6,bu/ac
2009,124,Lentils,1285,lb/ac
2009,124,Flax,21.3,bu/ac
2010,124,Spring Wheat,26,bu/ac
2010,124,Durum,30,bu/ac
2010,124,Canola,28.5,bu/ac
2010,124,Barley,36.4,bu/ac
2010,124,Oats,63.3,bu/ac
2010,124,Peas,19.7,bu/ac
2010,124,Lentils,792,lb/ac
2010,124,Flax,15.6,bu/ac
2011,124,Spring Wheat,27.5,bu/ac
2011,124,Canola,17.9,bu/ac
2011,124,Barley,39.2,bu/ac
2011,124,Oats,57.6,bu/ac
2012,124,Spring Wheat,27.9,bu/ac
2012,124,Durum,32,bu/ac
2012,124,Canola,21.8,bu/ac
2012,124,Barley,39.8,bu/ac
2012,124,Oats,53.8,bu/ac
2012,124,Peas,23.1,bu/ac
2012,124,Lentils,1000,lb/ac
2012,124,Flax,19.1,bu/ac
2013,124,Spring Wheat,46.2,bu/ac
2013,124,Durum,44,bu/ac
2013,124,Canola,36,bu/ac
2013,124,Barley,73.3,bu/ac
2013,124,Oats,79,bu/ac
2013,124,Peas,33.3,bu/ac
2013,124,Lentils,1185,lb/ac
2013,124,Flax,24.6,bu/ac
2014,124,Spring Wheat,35.8,bu/ac
2014,124,Durum,34.27,bu/ac
2014,124,Canola,29.64,bu/ac
2014,124,Barley,49.91,bu/ac
2014,124,Oats,63.14,bu/ac
2014,124,Peas,26.4,bu/ac
2014,124,Lentils,1000,lb/ac
2014,124,Flax,20.26,bu/ac
2015,124,Spring Wheat,38.21,bu/ac
2015,124,Canola,35.47,bu/ac
2015,124,Barley,49.52,bu/ac
2015,124,Oats,75.21,bu/ac
2015,124,Peas,30.1,bu/ac
2015,124,Flax,25.22,bu/ac
2016,124,Spring Wheat,47,bu/ac
2016,124,Durum,64.4,bu/ac
2016,124,Canola,44,bu/ac
2016,124,Barley,68.2,bu/ac
2016,124,Oats,90.4,bu/ac
2016,124,Peas,43.2,bu/ac
2016,124,Flax,23.8,bu/ac
2017,124,Spring Wheat,42.69,bu/ac
2017,124,Durum,32,bu/ac
2017,124,Canola,33.34,bu/ac
2017,124,Barley,65.87,bu/ac
2017,124,Oats,68.07,bu/ac
2017,124,Peas,35,bu/ac
2017,124,Lentils,1200,lb/ac
2017,124,Flax,21.87,bu/ac
2018,124,Spring Wheat,46.6,bu/ac
2018,124,Durum,49,bu/ac
2018,124,Canola,33.3,bu/ac
2018,124,Barley,64.8,bu/ac
2018,124,Oats,73.7,bu/ac
2018,124,Peas,40.5,bu/ac
2018,124,Flax,23.5,bu/ac
2019,124,Spring Wheat,47.4,bu/ac
2019,124,Durum,53.1,bu/ac
2019,124,Canola,38.2,bu/ac
2019,124,Barley,69.4,bu/ac
2019,124,Oats,77.5,bu/ac
2019,124,Peas,41.5,bu/ac
2019,124,Flax,19.3,bu/ac
2020,124,Spring Wheat,43.7,bu/ac
2020,124,Durum,46.6,bu/ac
2020,124,Canola,37.4,bu/ac
2020,124,Barley,63,bu/ac
2020,124,Oats,65.4,bu/ac
2020,124,Peas,42.9,bu/ac
2020,124,Lentils,2178,lb/ac
2020,124,Flax,20.3,bu/ac
2021,124,Spring Wheat,37,bu/ac
2021,124,Durum,31.3,bu/ac
2021,124,Canola,22.8,bu/ac
2021,124,Barley,50.2,bu/ac
2021,124,Oats,48.2,bu/ac
2021,124,Peas,30.3,bu/ac
2021,124,Lentils,1519,lb/ac
2021,124,Flax,15.5,bu/ac
2022,124,Spring Wheat,48.1,bu/ac
2022,124,Durum,45.5,bu/ac
2022,124,Canola,36.4,bu/ac
2022,124,Barley,68.7,bu/ac
2022,124,Oats,86.5,bu/ac
2022,124,Peas,44,bu/ac
2022,124,Lentils,2217.8,lb/ac
2022,124,Flax,27.5,bu/ac
2023,124,Spring Wheat,42,bu/ac
2023,124,Durum,39.2,bu/ac
2023,124,Canola,35.5,bu/ac
2023,124,Barley,53.7,bu/ac
2023,124,Oats,64.1,bu/ac
2023,124,Peas,35.7,bu/ac
2023,124,Lentils,900,lb/ac
2023,124,Flax,19.9,bu/ac
2024,124,Spring Wheat,54.1,bu/ac
2024,124,Durum,46.5,bu/ac
2024,124,Canola,35,bu/ac
2024,124,Barley,68.2,bu/ac
2024,124,Oats,81.6,bu/ac
2024,124,Peas,47.3,bu/ac
2024,124,Lentils,1800,lb/ac
2024,124,Flax,21.5,bu/ac
2025,124,Spring Wheat,58.7,bu/ac
2025,124,Durum,56.8,bu/ac
2025,124,Canola,45.4,bu/ac
2025,124,Barley,83.1,bu/ac
2025,124,Oats,101.3,bu/ac
2025,124,Peas,52.6,bu/ac
2025,124,Lentils,1680,lb/ac
2025,124,Flax,26.7,bu/ac
1990,125,Spring Wheat,37.7,bu/ac
1990,125,Durum,37.7,bu/ac
1990,125,Canola,23,bu/ac
1990,125,Barley,46,bu/ac
1990,125,Oats,63.7,bu/ac
1990,125,Flax,25,bu/ac
1991,125,Spring Wheat,28.3,bu/ac
1991,125,Durum,35.5,bu/ac
1991,125,Canola,25.5,bu/ac
1991,125,Barley,41.1,bu/ac
1991,125,Oats,50,bu/ac
1991,125,Flax,18.5,bu/ac
1992,125,Spring Wheat,30.2,bu/ac
1992,125,Durum,30,bu/ac
1992,125,Canola,18.2,bu/ac
1992,125,Barley,57.2,bu/ac
1992,125,Oats,69.5,bu/ac
1992,125,Lentils,240,lb/ac
1992,125,Flax,12,bu/ac
1993,125,Spring Wheat,27.8,bu/ac
1993,125,Durum,20,bu/ac
1993,125,Canola,23.4,bu/ac
1993,125,Barley,49,bu/ac
1993,125,Oats,54.5,bu/ac
1993,125,Peas,22.3,bu/ac
1993,125,Lentils,679,lb/ac
1993,125,Flax,21.1,bu/ac
1994,125,Spring Wheat,25.5,bu/ac
1994,125,Durum,30.1,bu/ac
1994,125,Canola,21.2,bu/ac
1994,125,Barley,46.7,bu/ac
1994,125,Oats,57.6,bu/ac
1994,125,Peas,28.1,bu/ac
1994,125,Lentils,1600,lb/ac
1994,125,Flax,20,bu/ac
1995,125,Spring Wheat,31.4,bu/ac
1995,125,Durum,31.5,bu/ac
1995,125,Canola,16.2,bu/ac
1995,125,Barley,47.2,bu/ac
1995,125,Oats,64.4,bu/ac
1995,125,Peas,28.9,bu/ac
1995,125,Lentils,1043,lb/ac
1995,125,Flax,20.4,bu/ac
1996,125,Spring Wheat,35.7,bu/ac
1996,125,Durum,34.5,bu/ac
1996,125,Canola,25.4,bu/ac
1996,125,Barley,60.1,bu/ac
1996,125,Oats,61.9,bu/ac
1996,125,Peas,33.4,bu/ac
1996,125,Lentils,840,lb/ac
1996,125,Flax,21.1,bu/ac
1997,125,Spring Wheat,27.9,bu/ac
1997,125,Durum,31.3,bu/ac
1997,125,Canola,22.7,bu/ac
1997,125,Barley,43.7,bu/ac
1997,125,Oats,53.5,bu/ac
1997,125,Peas,28.8,bu/ac
1997,125,Flax,17.6,bu/ac
1998,125,Spring Wheat,28.5,bu/ac
1998,125,Durum,30.4,bu/ac
1998,125,Canola,20.9,bu/ac
1998,125,Barley,46.4,bu/ac
1998,125,Oats,56.1,bu/ac
1998,125,Peas,39.1,bu/ac
1998,125,Lentils,1270,lb/ac
1998,125,Flax,17,bu/ac
1999,125,Spring Wheat,32.7,bu/ac
1999,125,Durum,31.9,bu/ac
1999,125,Canola,23.5,bu/ac
1999,125,Barley,49.9,bu/ac
1999,125,Oats,59.6,bu/ac
1999,125,Peas,32,bu/ac
1999,125,Lentils,1099.3,lb/ac
1999,125,Flax,19.4,bu/ac
2000,125,Spring Wheat,32.2,bu/ac
2000,125,Durum,32.5,bu/ac
2000,125,Canola,22.9,bu/ac
2000,125,Barley,52.3,bu/ac
2000,125,Oats,62.4,bu/ac
2000,125,Peas,35.8,bu/ac
2000,125,Lentils,782.4,lb/ac
2000,125,Flax,19.8,bu/ac
2001,125,Spring Wheat,31.9,bu/ac
2001,125,Durum,30.4,bu/ac
2001,125,Canola,21.9,bu/ac
2001,125,Barley,55.1,bu/ac
2001,125,Oats,64.3,bu/ac
2001,125,Peas,33.9,bu/ac
2001,125,Flax,19.7,bu/ac
2002,125,Spring Wheat,31.7,bu/ac
2002,125,Durum,32.6,bu/ac
2002,125,Canola,26.9,bu/ac
2002,125,Barley,54.3,bu/ac
2002,125,Oats,62.1,bu/ac
2002,125,Peas,32.3,bu/ac
2002,125,Flax,22.4,bu/ac
2003,125,Spring Wheat,30.3,bu/ac
2003,125,Durum,32.5,bu/ac
2003,125,Canola,22.8,bu/ac
2003,125,Barley,53.1,bu/ac
2003,125,Oats,53.1,bu/ac
2003,125,Peas,26.4,bu/ac
2003,125,Flax,20.2,bu/ac
2004,125,Spring Wheat,32.3,bu/ac
2004,125,Durum,28.3,bu/ac
2004,125,Canola,25.4,bu/ac
2004,125,Barley,53.4,bu/ac
2004,125,Oats,69.4,bu/ac
2004,125,Peas,36.5,bu/ac
2004,125,Flax,11.6,bu/ac
2005,125,Spring Wheat,37.4,bu/ac
2005,125,Durum,38.4,bu/ac
2005,125,Canola,28,bu/ac
2005,125,Barley,76.4,bu/ac
2005,125,Oats,58.7,bu/ac
2005,125,Peas,26,bu/ac
2005,125,Flax,22.9,bu/ac
2006,125,Spring Wheat,27.1,bu/ac
2006,125,Durum,31.4,bu/ac
2006,125,Canola,26.9,bu/ac
2006,125,Barley,54.9,bu/ac
2006,125,Oats,52.4,bu/ac
2006,125,Peas,22.7,bu/ac
2006,125,Flax,20.3,bu/ac
2007,125,Spring Wheat,33.6,bu/ac
2007,125,Durum,29,bu/ac
2007,125,Canola,24.8,bu/ac
2007,125,Barley,45.8,bu/ac
2007,125,Oats,69.2,bu/ac
2007,125,Peas,31.6,bu/ac
2007,125,Flax,19.4,bu/ac
2008,125,Spring Wheat,33.9,bu/ac
2008,125,Durum,51.1,bu/ac
2008,125,Canola,31.9,bu/ac
2008,125,Barley,53,bu/ac
2008,125,Oats,47,bu/ac
2008,125,Peas,36.7,bu/ac
2008,125,Flax,21.5,bu/ac
2009,125,Spring Wheat,40.1,bu/ac
2009,125,Durum,42.8,bu/ac
2009,125,Canola,31.2,bu/ac
2009,125,Barley,59.6,bu/ac
2009,125,Oats,72.5,bu/ac
2009,125,Peas,36.5,bu/ac
2009,125,Flax,22.4,bu/ac
2010,125,Spring Wheat,32,bu/ac
2010,125,Durum,39.2,bu/ac
2010,125,Canola,31.1,bu/ac
2010,125,Barley,47.2,bu/ac
2010,125,Oats,61.8,bu/ac
2010,125,Peas,29.4,bu/ac
2010,125,Lentils,488,lb/ac
2010,125,Flax,16.6,bu/ac
2011,125,Spring Wheat,32.1,bu/ac
2011,125,Durum,29.7,bu/ac
2011,125,Canola,20.9,bu/ac
2011,125,Barley,28.1,bu/ac
2011,125,Oats,66.5,bu/ac
2011,125,Peas,35.3,bu/ac
2011,125,Flax,19.4,bu/ac
2012,125,Spring Wheat,36,bu/ac
2012,125,Durum,47.5,bu/ac
2012,125,Canola,20.9,bu/ac
2012,125,Barley,42.1,bu/ac
2012,125,Oats,65.5,bu/ac
2012,125,Peas,31.9,bu/ac
2012,125,Flax,18.8,bu/ac
2013,125,Spring Wheat,47,bu/ac
2013,125,Durum,50.6,bu/ac
2013,125,Canola,38.5,bu/ac
2013,125,Barley,79.9,bu/ac
2013,125,Oats,81.6,bu/ac
2013,125,Peas,42.9,bu/ac
2013,125,Lentils,1680,lb/ac
2013,125,Flax,31.2,bu/ac
2014,125,Spring Wheat,39.71,bu/ac
2014,125,Durum,42.25,bu/ac
2014,125,Canola,30.6,bu/ac
2014,125,Barley,54.99,bu/ac
2014,125,Oats,68.03,bu/ac
2014,125,Peas,24.9,bu/ac
2014,125,Lentils,1500,lb/ac
2014,125,Flax,23.28,bu/ac
2015,125,Spring Wheat,40.69,bu/ac
2015,125,Durum,38.62,bu/ac
2015,125,Canola,34.87,bu/ac
2015,125,Barley,63.36,bu/ac
2015,125,Oats,69.6,bu/ac
2015,125,Peas,36.7,bu/ac
2015,125,Flax,24.73,bu/ac
2016,125,Spring Wheat,46.2,bu/ac
2016,125,Durum,48.1,bu/ac
2016,125,Canola,42.4,bu/ac
2016,125,Barley,74.3,bu/ac
2016,125,Oats,83.2,bu/ac
2016,125,Peas,39.4,bu/ac
2016,125,Lentils,1695,lb/ac
2016,125,Flax,28.7,bu/ac
2017,125,Spring Wheat,46.09,bu/ac
2017,125,Durum,48.33,bu/ac
2017,125,Canola,35.72,bu/ac
2017,125,Barley,61.47,bu/ac
2017,125,Oats,78.59,bu/ac
2017,125,Peas,37.9,bu/ac
2017,125,Lentils,1963.84,lb/ac
2017,125,Flax,25.33,bu/ac
2018,125,Spring Wheat,50.7,bu/ac
2018,125,Durum,55.5,bu/ac
2018,125,Canola,39.5,bu/ac
2018,125,Barley,67.6,bu/ac
2018,125,Oats,74,bu/ac
2018,125,Peas,45,bu/ac
2018,125,Lentils,1500,lb/ac
2018,125,Flax,25.5,bu/ac
2019,125,Spring Wheat,56.6,bu/ac
2019,125,Durum,56.4,bu/ac
2019,125,Canola,47.5,bu/ac
2019,125,Barley,78.4,bu/ac
2019,125,Oats,82.9,bu/ac
2019,125,Peas,46.6,bu/ac
2019,125,Flax,28.1,bu/ac
2020,125,Spring Wheat,50.9,bu/ac
2020,125,Durum,48,bu/ac
2020,125,Canola,41.1,bu/ac
2020,125,Barley,67.7,bu/ac
2020,125,Oats,86.3,bu/ac
2020,125,Peas,42.4,bu/ac
2020,125,Lentils,1932,lb/ac
2020,125,Flax,25,bu/ac
2021,125,Spring Wheat,41.8,bu/ac
2021,125,Durum,40,bu/ac
2021,125,Canola,32.1,bu/ac
2021,125,Barley,56.1,bu/ac
2021,125,Oats,62.8,bu/ac
2021,125,Peas,36,bu/ac
2021,125,Lentils,1200,lb/ac
2021,125,Flax,19.1,bu/ac
2022,125,Spring Wheat,52.4,bu/ac
2022,125,Durum,58.8,bu/ac
2022,125,Canola,44.3,bu/ac
2022,125,Barley,71.5,bu/ac
2022,125,Oats,98.1,bu/ac
2022,125,Peas,43,bu/ac
2022,125,Flax,38.8,bu/ac
2023,125,Spring Wheat,48.1,bu/ac
2023,125,Durum,41.6,bu/ac
2023,125,Canola,39.6,bu/ac
2023,125,Barley,67.6,bu/ac
2023,125,Oats,61.8,bu/ac
2023,125,Peas,39.7,bu/ac
2023,125,Lentils,900,lb/ac
2023,125,Flax,23,bu/ac
2024,125,Spring Wheat,59.6,bu/ac
2024,125,Durum,53.4,bu/ac
2024,125,Canola,36.2,bu/ac
2024,125,Barley,83.1,bu/ac
2024,125,Oats,82.1,bu/ac
2024,125,Peas,43.5,bu/ac
2024,125,Lentils,1635,lb/ac
2024,125,Flax,26.9,bu/ac
2025,125,Spring Wheat,66.2,bu/ac
2025,125,Durum,66.9,bu/ac
2025,125,Canola,50.2,bu/ac
2025,125,Barley,98.8,bu/ac
2025,125,Oats,126.7,bu/ac
2025,125,Peas,56.7,bu/ac
2025,125,Lentils,2605,lb/ac
2025,125,Flax,38.9,bu/ac
1990,126,Spring Wheat,37.3,bu/ac
1990,126,Durum,34.3,bu/ac
1990,126,Canola,20,bu/ac
1990,126,Barley,51.1,bu/ac
1990,126,Oats,52.5,bu/ac
1990,126,Flax,24,bu/ac
1991,126,Spring Wheat,31.8,bu/ac
1991,126,Durum,29,bu/ac
1991,126,Canola,26.9,bu/ac
1991,126,Barley,33.8,bu/ac
1991,126,Oats,50,bu/ac
1991,126,Flax,26.8,bu/ac
1992,126,Spring Wheat,30.2,bu/ac
1992,126,Durum,22.7,bu/ac
1992,126,Canola,24.6,bu/ac
1992,126,Barley,37,bu/ac
1992,126,Oats,62.2,bu/ac
1992,126,Peas,30,bu/ac
1992,126,Lentils,900,lb/ac
1992,126,Flax,10,bu/ac
1993,126,Spring Wheat,27.6,bu/ac
1993,126,Durum,30.8,bu/ac
1993,126,Canola,26.5,bu/ac
1993,126,Barley,57.6,bu/ac
1993,126,Oats,51.4,bu/ac
1993,126,Peas,19.7,bu/ac
1993,126,Lentils,923,lb/ac
1993,126,Flax,22,bu/ac
1994,126,Spring Wheat,24.7,bu/ac
1994,126,Durum,33.1,bu/ac
1994,126,Canola,23.4,bu/ac
1994,126,Barley,46.2,bu/ac
1994,126,Oats,57.4,bu/ac
1994,126,Peas,18.1,bu/ac
1994,126,Lentils,680,lb/ac
1994,126,Flax,16.6,bu/ac
1995,126,Spring Wheat,30.8,bu/ac
1995,126,Durum,33.3,bu/ac
1995,126,Canola,15.6,bu/ac
1995,126,Barley,60.9,bu/ac
1995,126,Oats,64.6,bu/ac
1995,126,Peas,27.2,bu/ac
1995,126,Lentils,1083,lb/ac
1995,126,Flax,18.7,bu/ac
1996,126,Spring Wheat,34,bu/ac
1996,126,Durum,34.7,bu/ac
1996,126,Canola,22.8,bu/ac
1996,126,Barley,63.1,bu/ac
1996,126,Oats,67.9,bu/ac
1996,126,Peas,27.6,bu/ac
1996,126,Lentils,1083,lb/ac
1996,126,Flax,20.3,bu/ac
1997,126,Spring Wheat,22.1,bu/ac
1997,126,Durum,20.9,bu/ac
1997,126,Canola,15.8,bu/ac
1997,126,Barley,37.5,bu/ac
1997,126,Oats,40.3,bu/ac
1997,126,Peas,18.6,bu/ac
1997,126,Lentils,845.2,lb/ac
1997,126,Flax,15.8,bu/ac
1998,126,Spring Wheat,27,bu/ac
1998,126,Durum,31.7,bu/ac
1998,126,Canola,20.3,bu/ac
1998,126,Barley,48.8,bu/ac
1998,126,Oats,51.2,bu/ac
1998,126,Peas,34.3,bu/ac
1998,126,Lentils,1440.3,lb/ac
1998,126,Flax,20.3,bu/ac
1999,126,Spring Wheat,31.9,bu/ac
1999,126,Durum,36.6,bu/ac
1999,126,Canola,23.9,bu/ac
1999,126,Barley,56.6,bu/ac
1999,126,Oats,63.8,bu/ac
1999,126,Peas,32.6,bu/ac
1999,126,Lentils,1211.4,lb/ac
1999,126,Flax,20.1,bu/ac
2000,126,Spring Wheat,31.3,bu/ac
2000,126,Durum,35.7,bu/ac
2000,126,Canola,25.1,bu/ac
2000,126,Barley,49.9,bu/ac
2000,126,Oats,64.1,bu/ac
2000,126,Peas,36.4,bu/ac
2000,126,Lentils,897.8,lb/ac
2000,126,Flax,16.4,bu/ac
2001,126,Spring Wheat,30,bu/ac
2001,126,Durum,31.5,bu/ac
2001,126,Canola,23.3,bu/ac
2001,126,Barley,52.4,bu/ac
2001,126,Oats,62.2,bu/ac
2001,126,Peas,32.6,bu/ac
2001,126,Lentils,556,lb/ac
2001,126,Flax,22.5,bu/ac
2002,126,Spring Wheat,30.4,bu/ac
2002,126,Durum,34.6,bu/ac
2002,126,Canola,24,bu/ac
2002,126,Barley,52.3,bu/ac
2002,126,Oats,60,bu/ac
2002,126,Peas,28.1,bu/ac
2002,126,Lentils,981,lb/ac
2002,126,Flax,22.7,bu/ac
2003,126,Spring Wheat,34.4,bu/ac
2003,126,Durum,37.9,bu/ac
2003,126,Canola,24.9,bu/ac
2003,126,Barley,53,bu/ac
2003,126,Oats,51.1,bu/ac
2003,126,Peas,24.8,bu/ac
2003,126,Lentils,1300,lb/ac
2003,126,Flax,19,bu/ac
2004,126,Spring Wheat,22.8,bu/ac
2004,126,Durum,18,bu/ac
2004,126,Canola,20.1,bu/ac
2004,126,Barley,40,bu/ac
2004,126,Oats,45.3,bu/ac
2004,126,Peas,31.9,bu/ac
2004,126,Lentils,473,lb/ac
2004,126,Flax,9.9,bu/ac
2005,126,Spring Wheat,29.4,bu/ac
2005,126,Durum,36.3,bu/ac
2005,126,Canola,26.8,bu/ac
2005,126,Barley,44.2,bu/ac
2005,126,Oats,52.3,bu/ac
2005,126,Peas,18.1,bu/ac
2005,126,Lentils,835,lb/ac
2005,126,Flax,18.9,bu/ac
2006,126,Spring Wheat,30.2,bu/ac
2006,126,Durum,32.8,bu/ac
2006,126,Canola,23.7,bu/ac
2006,126,Barley,56.1,bu/ac
2006,126,Oats,63.2,bu/ac
2006,126,Peas,30.6,bu/ac
2006,126,Lentils,1090,lb/ac
2006,126,Flax,22.9,bu/ac
2007,126,Spring Wheat,33.6,bu/ac
2007,126,Durum,30.8,bu/ac
2007,126,Canola,24.6,bu/ac
2007,126,Barley,47.6,bu/ac
2007,126,Oats,59.6,bu/ac
2007,126,Peas,34.3,bu/ac
2007,126,Lentils,1117,lb/ac
2007,126,Flax,17.9,bu/ac
2008,126,Spring Wheat,34.3,bu/ac
2008,126,Durum,36.5,bu/ac
2008,126,Canola,30,bu/ac
2008,126,Barley,52.5,bu/ac
2008,126,Oats,73.8,bu/ac
2008,126,Peas,27.9,bu/ac
2008,126,Lentils,1200,lb/ac
2008,126,Flax,25.2,bu/ac
2009,126,Spring Wheat,39.8,bu/ac
2009,126,Durum,38.5,bu/ac
2009,126,Canola,34,bu/ac
2009,126,Barley,51.5,bu/ac
2009,126,Oats,72.7,bu/ac
2009,126,Peas,28.3,bu/ac
2009,126,Lentils,1506,lb/ac
2009,126,Flax,23.9,bu/ac
2010,126,Spring Wheat,36.5,bu/ac
2010,126,Durum,38.7,bu/ac
2010,126,Canola,31.4,bu/ac
2010,126,Barley,45.8,bu/ac
2010,126,Oats,76.5,bu/ac
2010,126,Peas,21.8,bu/ac
2010,126,Lentils,859,lb/ac
2010,126,Flax,17.5,bu/ac
2011,126,Spring Wheat,22.6,bu/ac
2011,126,Durum,36,bu/ac
2011,126,Canola,21.7,bu/ac
2011,126,Barley,33.3,bu/ac
2011,126,Oats,42.4,bu/ac
2011,126,Peas,13.5,bu/ac
2011,126,Lentils,297,lb/ac
2011,126,Flax,12.5,bu/ac
2012,126,Spring Wheat,40.1,bu/ac
2012,126,Durum,40.8,bu/ac
2012,126,Canola,22.7,bu/ac
2012,126,Barley,41.4,bu/ac
2012,126,Oats,62.2,bu/ac
2012,126,Peas,24.3,bu/ac
2012,126,Lentils,1501,lb/ac
2012,126,Flax,18.3,bu/ac
2013,126,Spring Wheat,51.5,bu/ac
2013,126,Durum,52.4,bu/ac
2013,126,Canola,34.1,bu/ac
2013,126,Barley,76.4,bu/ac
2013,126,Oats,77.8,bu/ac
2013,126,Peas,33.3,bu/ac
2013,126,Lentils,1159,lb/ac
2013,126,Flax,24.5,bu/ac
2014,126,Spring Wheat,38.27,bu/ac
2014,126,Durum,43.04,bu/ac
2014,126,Canola,32.29,bu/ac
2014,126,Barley,48.24,bu/ac
2014,126,Oats,52.14,bu/ac
2014,126,Peas,22.1,bu/ac
2014,126,Lentils,1096.94,lb/ac
2014,126,Flax,23.14,bu/ac
2015,126,Spring Wheat,38.08,bu/ac
2015,126,Durum,37.28,bu/ac
2015,126,Canola,31.47,bu/ac
2015,126,Barley,54.04,bu/ac
2015,126,Oats,66.6,bu/ac
2015,126,Peas,25.4,bu/ac
2015,126,Lentils,1650.03,lb/ac
2015,126,Flax,24.24,bu/ac
2016,126,Spring Wheat,45.1,bu/ac
2016,126,Durum,54.5,bu/ac
2016,126,Canola,42.9,bu/ac
2016,126,Barley,71.6,bu/ac
2016,126,Oats,79.9,bu/ac
2016,126,Peas,33.6,bu/ac
2016,126,Lentils,1566,lb/ac
2016,126,Flax,32.1,bu/ac
2017,126,Spring Wheat,40.99,bu/ac
2017,126,Durum,40.95,bu/ac
2017,126,Canola,31.22,bu/ac
2017,126,Barley,57.71,bu/ac
2017,126,Oats,54.22,bu/ac
2017,126,Peas,27.7,bu/ac
2017,126,Lentils,1407.96,lb/ac
2017,126,Flax,15.32,bu/ac
2018,126,Spring Wheat,46.4,bu/ac
2018,126,Durum,47.1,bu/ac
2018,126,Canola,36.6,bu/ac
2018,126,Barley,58,bu/ac
2018,126,Oats,60,bu/ac
2018,126,Peas,44,bu/ac
2018,126,Lentils,1408,lb/ac
2018,126,Flax,19.7,bu/ac
2019,126,Spring Wheat,44.4,bu/ac
2019,126,Durum,47.5,bu/ac
2019,126,Canola,40.5,bu/ac
2019,126,Barley,54.7,bu/ac
2019,126,Oats,39.6,bu/ac
2019,126,Peas,38.6,bu/ac
2019,126,Flax,19.6,bu/ac
2020,126,Spring Wheat,50.3,bu/ac
2020,126,Durum,51.1,bu/ac
2020,126,Canola,40.3,bu/ac
2020,126,Barley,61.9,bu/ac
2020,126,Oats,50.8,bu/ac
2020,126,Peas,44.1,bu/ac
2020,126,Flax,29.4,bu/ac
2021,126,Spring Wheat,41.2,bu/ac
2021,126,Durum,37.7,bu/ac
2021,126,Canola,27.4,bu/ac
2021,126,Barley,49.1,bu/ac
2021,126,Oats,21.9,bu/ac
2021,126,Peas,29.6,bu/ac
2021,126,Flax,15.4,bu/ac
2022,126,Spring Wheat,53.9,bu/ac
2022,126,Durum,62.6,bu/ac
2022,126,Canola,45.9,bu/ac
2022,126,Barley,73.4,bu/ac
2022,126,Oats,81.9,bu/ac
2022,126,Peas,40.5,bu/ac
