x,y,value
32,4,153
33,4,153
34,4,153
35,4,153
36,4,153
37,4,153
38,4,153
39,4,153
40,4,153
41,4,153
42,4,34
43,4,34
44,4,153
45,4,153
46,4,153
47,4,153
48,4,153
49,4,153
50,4,153
1,3,153
2,3,153
3,3,153
4,3,153
5,3,153
6,3,153
7,3,153
8,3,153
9,3,153
10,3,153
11,3,153
12,3,153
13,3,153
14,3,153
15,3,153
16,3,153
17,3,153
18,3,153
19,3,153
20,3,153
21,3,153
22,3,153
23,3,153
24,3,153
25,3,153
26,3,153
27,3,153
28,3,153
29,3,153
30,3,153
31,3,153
32,3,153
33,3,153
34,3,80
35,3,153
36,3,153
37,3,153
38,3,153
39,3,153
40,3,153
41,3,153
42,3,34
43,3,34
44,3,153
45,3,153
46,3,153
47,3,153
48,3,153
49,3,153
50,3,153
1,2,153
2,2,153
3,2,153
4,2,153
5,2,153
6,2,153
7,2,153
8,2,153
9,2,153
10,2,153
11,2,153
12,2,153
13,2,153
14,2,153
15,2,153
16,2,153
17,2,153
18,2,153
19,2,153
20,2,153
21,2,153
22,2,153
23,2,153
24,2,153
25,2,153
26,2,153
27,2,80
28,2,80
29,2,20
30,2,153
31,2,153
32,2,153
33,2,153
34,2,153
35,2,153
36,2,153
37,2,153
38,2,153
39,2,153
40,2,153
41,2,153
42,2,153
43,2,153
44,2,153
45,2,153
46,2,153
47,2,153
48,2,153
49,2,153
50,2,153
1,1,153
2,1,153
3,1,153
4,1,153
5,1,153
6,1,153
7,1,153
8,1,153
9,1,153
10,1,153
11,1,153
12,1,153
13,1,153
14,1,153
15,1,153
16,1,153
17,1,153
18,1,153
19,1,153
20,1,153
21,1,153
22,1,153
23,1,153
24,1,153
25,1,153
26,1,153
27,1,153
28,1,153
29,1,20
30,1,20
31,1,80
32,1,20
33,1,20
34,1,20
35,1,80
36,1,80
37,1,153
38,1,153
39,1,153
40,1,153
41,1,153
42,1,153
43,1,153
44,1,34
45,1,210
46,1,210
47,1,153
48,1,153
49,1,153
50,1,153
