Year,Province,Crop,Seeded_acres,Yield_bu_ac
2021,Prince Edward Island,Barley,58673,67.0
2021,Prince Edward Island,Canola,340,
2021,Prince Edward Island,Corn for grain,14964,141.1
2021,Prince Edward Island,Dry peas,1698,45.5
2021,Prince Edward Island,Durum wheat,183,
2021,Prince Edward Island,Mixed grains,1631,53.9
2021,Prince Edward Island,Oats,7212,68.6
2021,Prince Edward Island,Rye,10440,
2021,Prince Edward Island,Soybeans,27121,45.6
2021,Prince Edward Island,Spring wheat,18601,52.3
2021,Prince Edward Island,Wheat (all),38128,60.7
2021,Prince Edward Island,Winter wheat,16914,73.3
2021,Quebec,Barley,92189,66.8
2021,Quebec,Canola,31611,42.8
2021,Quebec,Corn for grain,918492,152.6
2021,Quebec,Dry peas,5526,
2021,Quebec,Durum wheat,7109,
2021,Quebec,Mixed grains,31907,64.9
2021,Quebec,Oats,169001,80.0
2021,Quebec,Rye,47650,54.7
2021,Quebec,Soybeans,941173,44.9
2021,Quebec,Spring wheat,184173,50.8
2021,Quebec,Wheat (all),233817,54.1
2021,Quebec,Winter wheat,41320,68.7
2021,Saskatchewan,Barley,3636906,35.5
2021,Saskatchewan,Canola,11980413,25.8
2021,Saskatchewan,Corn for grain,19475,77.7
2021,Saskatchewan,Dry peas,2106552,20.1
2021,Saskatchewan,Durum wheat,4671794,19.6
2021,Saskatchewan,Flax,784381,12.7
2021,Saskatchewan,Mixed grains,112471,30.7
2021,Saskatchewan,Oats,1707370,54.0
2021,Saskatchewan,Rye,91713,37.8
2021,Saskatchewan,Soybeans,74273,22.0
2021,Saskatchewan,Spring wheat,7092785,33.7
2021,Saskatchewan,Wheat (all),11928830,28.1
2021,Saskatchewan,Winter wheat,69013,25.5
2022,Alberta,Barley,3552900,75.9
2022,Alberta,Canola,6521000,38.1
2022,Alberta,Corn for grain,14100,138.2
2022,Alberta,Dry peas,1323800,43.8
2022,Alberta,Durum wheat,1086800,40.9
2022,Alberta,Flax,128600,25.5
2022,Alberta,Mixed grains,138600,56.3
2022,Alberta,Oats,943400,90.9
2022,Alberta,Rye,99200,56.2
2022,Alberta,Spring wheat,6395500,58.1
2022,Alberta,Wheat (all),7634300,55.6
2022,Alberta,Winter wheat,125500,59.1
2022,British Columbia,Barley,65000,59.5
2022,British Columbia,Canola,100600,30.3
2022,British Columbia,Corn for grain,3900,164.9
2022,British Columbia,Dry peas,31900,32.8
2022,British Columbia,Durum wheat,4600,23.6
2022,British Columbia,Flax,200,28.2
2022,British Columbia,Mixed grains,6200,
2022,British Columbia,Oats,85700,60.3
2022,British Columbia,Rye,18900,59.4
2022,British Columbia,Spring wheat,72100,49.9
2022,British Columbia,Wheat (all),89500,49.1
2022,British Columbia,Winter wheat,6600,58.3
2022,Manitoba,Barley,423500,74.3
2022,Manitoba,Canola,3280800,43.3
2022,Manitoba,Corn for grain,378600,140.9
2022,Manitoba,Dry peas,188600,50.3
2022,Manitoba,Durum wheat,35100,56.0
2022,Manitoba,Flax,51200,32.7
2022,Manitoba,Oats,697000,116.7
2022,Manitoba,Rye,164600,56.1
2022,Manitoba,Soybeans,1134800,43.0
2022,Manitoba,Spring wheat,3023500,61.9
2022,Manitoba,Wheat (all),3132000,61.7
2022,Manitoba,Winter wheat,44800,55.5
2022,New Brunswick,Barley,14100,65.9
2022,New Brunswick,Canola,1200,44.8
2022,New Brunswick,Corn for grain,11900,142.2
2022,New Brunswick,Mixed grains,1000,
2022,New Brunswick,Oats,28800,89.7
2022,New Brunswick,Rye,200,57.3
2022,New Brunswick,Spring wheat,8900,55.0
2022,New Brunswick,Wheat (all),9200,54.6
2022,New Brunswick,Winter wheat,300,40.2
2022,Newfoundland and Labrador,Barley,200,
2022,Newfoundland and Labrador,Oats,300,
2022,Newfoundland and Labrador,Rye,200,
2022,Nova Scotia,Barley,2000,57.7
2022,Nova Scotia,Corn for grain,16300,116.3
2022,Nova Scotia,Mixed grains,300,
2022,Nova Scotia,Oats,2800,64.4
2022,Nova Scotia,Rye,1100,53.2
2022,Nova Scotia,Soybeans,13800,46.3
2022,Nova Scotia,Spring wheat,800,50.5
2022,Nova Scotia,Wheat (all),7400,75.3
2022,Nova Scotia,Winter wheat,6100,79.0
2022,Ontario,Barley,66600,75.6
2022,Ontario,Canola,56200,50.9
2022,Ontario,Corn for grain,2276100,166.0
2022,Ontario,Dry peas,8100,42.2
2022,Ontario,Mixed grains,41900,65.3
2022,Ontario,Oats,88700,93.1
2022,Ontario,Rye,113200,57.6
2022,Ontario,Soybeans,3080400,48.0
2022,Ontario,Spring wheat,88000,73.9
2022,Ontario,Wheat (all),1025900,96.4
2022,Ontario,Winter wheat,884300,98.8
2022,Prince Edward Island,Barley,59100,69.8
2022,Prince Edward Island,Corn for grain,15500,
2022,Prince Edward Island,Dry peas,1100,
2022,Prince Edward Island,Mixed grains,1800,
2022,Prince Edward Island,Oats,5700,73.8
2022,Prince Edward Island,Rye,3400,59.7
2022,Prince Edward Island,Soybeans,30600,43.4
2022,Prince Edward Island,Spring wheat,20000,55.4
2022,Prince Edward Island,Wheat (all),42000,69.9
2022,Prince Edward Island,Winter wheat,19600,84.9
2022,Quebec,Barley,79500,62.4
2022,Quebec,Canola,41100,41.7
2022,Quebec,Corn for grain,892300,158.3
2022,Quebec,Dry peas,5900,39.5
2022,Quebec,Flax,700,25.5
2022,Quebec,Mixed grains,19400,56.0
2022,Quebec,Oats,195800,72.1
2022,Quebec,Rye,76900,57.7
2022,Quebec,Soybeans,955900,43.7
2022,Quebec,Spring wheat,158700,56.4
2022,Quebec,Wheat (all),235300,58.3
2022,Quebec,Winter wheat,54000,64.6
2022,Saskatchewan,Barley,2781700,63.4
2022,Saskatchewan,Canola,11393800,38.6
2022,Saskatchewan,Dry peas,1808600,32.1
2022,Saskatchewan,Durum wheat,4864700,34.6
2022,Saskatchewan,Flax,597200,23.2
2022,Saskatchewan,Mixed grains,79600,37.5
2022,Saskatchewan,Oats,1888600,98.6
2022,Saskatchewan,Rye,108900,46.4
2022,Saskatchewan,Soybeans,45400,29.8
2022,Saskatchewan,Spring wheat,8306600,47.6
2022,Saskatchewan,Wheat (all),13250000,42.9
2022,Saskatchewan,Winter wheat,71600,50.2
2023,Alberta,Barley,3835000,62.9
2023,Alberta,Canola,6362800,40.1
2023,Alberta,Corn for grain,37600,150.0
2023,Alberta,Dry peas,1261200,33.2
2023,Alberta,Durum wheat,996800,29.2
2023,Alberta,Flax,46900,18.7
2023,Alberta,Mixed grains,167900,47.2
2023,Alberta,Oats,698700,85.4
2023,Alberta,Rye,75400,51.6
2023,Alberta,Spring wheat,6804900,47.1
2023,Alberta,Wheat (all),7954600,44.9
2023,Alberta,Winter wheat,139200,48.9
2023,British Columbia,Barley,65900,55.2
2023,British Columbia,Canola,108600,35.1
2023,British Columbia,Corn for grain,2900,135.9
2023,British Columbia,Dry peas,14700,32.1
2023,British Columbia,Mixed grains,6400,
2023,British Columbia,Oats,81600,70.3
2023,British Columbia,Rye,12400,
2023,British Columbia,Spring wheat,90300,36.2
2023,British Columbia,Wheat (all),110600,36.9
2023,Manitoba,Barley,414500,75.4
2023,Manitoba,Canola,3128200,44.6
2023,Manitoba,Corn for grain,553900,128.4
2023,Manitoba,Dry peas,161300,49.9
2023,Manitoba,Durum wheat,44400,49.8
2023,Manitoba,Flax,43000,25.2
2023,Manitoba,Mixed grains,30600,54.8
2023,Manitoba,Oats,474900,92.6
2023,Manitoba,Rye,102700,58.9
2023,Manitoba,Soybeans,1595400,36.2
2023,Manitoba,Spring wheat,3166100,62.8
2023,Manitoba,Wheat (all),3291700,62.5
2023,Manitoba,Winter wheat,74700,59.3
2023,New Brunswick,Barley,16100,54.6
2023,New Brunswick,Canola,1600,45.6
2023,New Brunswick,Corn for grain,7800,137.1
2023,New Brunswick,Mixed grains,800,
2023,New Brunswick,Oats,26500,70.1
2023,New Brunswick,Rye,400,
2023,New Brunswick,Soybeans,7400,41.6
2023,New Brunswick,Spring wheat,8800,42.0
2023,New Brunswick,Wheat (all),9900,42.5
2023,Newfoundland and Labrador,Barley,100,
2023,Newfoundland and Labrador,Oats,400,
2023,Nova Scotia,Barley,1900,54.4
2023,Nova Scotia,Corn for grain,18800,108.0
2023,Nova Scotia,Oats,2400,69.3
2023,Nova Scotia,Rye,2000,36.7
2023,Nova Scotia,Soybeans,11900,49.6
2023,Nova Scotia,Wheat (all),7100,69.2
2023,Nova Scotia,Winter wheat,5800,70.8
2023,Ontario,Barley,52500,69.1
2023,Ontario,Canola,45100,53.4
2023,Ontario,Corn for grain,2261200,177.0
2023,Ontario,Dry peas,4100,50.8
2023,Ontario,Mixed grains,36600,68.7
2023,Ontario,Oats,60600,86.6
2023,Ontario,Rye,130200,45.2
2023,Ontario,Soybeans,2913000,51.4
2023,Ontario,Spring wheat,80200,64.7
2023,Ontario,Wheat (all),1194900,95.7
2023,Ontario,Winter wheat,1087000,97.9
2023,Prince Edward Island,Barley,56300,53.0
2023,Prince Edward Island,Corn for grain,15600,135.9
2023,Prince Edward Island,Dry peas,1200,
2023,Prince Edward Island,Mixed grains,1700,
2023,Prince Edward Island,Oats,5200,58.5
2023,Prince Edward Island,Rye,7200,45.0
2023,Prince Edward Island,Soybeans,32400,45.0
2023,Prince Edward Island,Spring wheat,20100,49.3
2023,Prince Edward Island,Wheat (all),47300,63.9
2023,Prince Edward Island,Winter wheat,20900,78.8
2023,Quebec,Barley,84500,46.1
2023,Quebec,Canola,38600,40.9
2023,Quebec,Corn for grain,898300,148.1
2023,Quebec,Dry peas,7800,27.9
2023,Quebec,Durum wheat,9900,39.2
2023,Quebec,Mixed grains,24800,51.5
2023,Quebec,Oats,151700,63.3
2023,Quebec,Rye,70200,41.6
2023,Quebec,Soybeans,1001500,48.9
2023,Quebec,Spring wheat,184800,37.2
2023,Quebec,Wheat (all),262000,41.3
2023,Quebec,Winter wheat,62600,54.4
2023,Saskatchewan,Barley,2803800,57.4
2023,Saskatchewan,Canola,12400400,37.4
2023,Saskatchewan,Corn for grain,28600,
2023,Saskatchewan,Dry peas,1597200,29.8
2023,Saskatchewan,Durum wheat,4970700,25.6
2023,Saskatchewan,Flax,518400,17.6
2023,Saskatchewan,Mixed grains,88200,30.0
2023,Saskatchewan,Oats,1033000,83.4
2023,Saskatchewan,Rye,53400,40.3
2023,Saskatchewan,Soybeans,68000,24.2
2023,Saskatchewan,Spring wheat,9141200,46.9
2023,Saskatchewan,Wheat (all),14172100,39.5
2023,Saskatchewan,Winter wheat,50300,52.3
2024,Alberta,Barley,3505000,60.6
2024,Alberta,Canola,6385300,39.1
2024,Alberta,Corn for grain,35000,
2024,Alberta,Dry peas,1243600,35.4
2024,Alberta,Durum wheat,1189800,40.9
2024,Alberta,Flax,44500,30.6
2024,Alberta,Mixed grains,180700,47.9
2024,Alberta,Oats,789300,73.3
2024,Alberta,Rye,117900,52.3
2024,Alberta,Soybeans,1300,
2024,Alberta,Spring wheat,6473000,49.0
2024,Alberta,Wheat (all),7852000,48.0
2024,Alberta,Winter wheat,151000,65.2
2024,British Columbia,Barley,57000,54.7
2024,British Columbia,Canola,106900,29.2
2024,British Columbia,Dry peas,29200,33.3
2024,British Columbia,Durum wheat,5900,39.7
2024,British Columbia,Mixed grains,6000,
2024,British Columbia,Oats,78400,67.0
2024,British Columbia,Rye,11800,62.2
2024,British Columbia,Spring wheat,89500,41.3
2024,British Columbia,Wheat (all),117500,43.3
2024,British Columbia,Winter wheat,9700,69.5
2024,Manitoba,Barley,311200,78.3
2024,Manitoba,Canola,3336200,40.2
2024,Manitoba,Corn for grain,504600,139.4
2024,Manitoba,Dry peas,191400,51.1
2024,Manitoba,Durum wheat,24100,54.2
2024,Manitoba,Flax,40300,27.1
2024,Manitoba,Oats,522700,119.4
2024,Manitoba,Rye,77300,69.8
2024,Manitoba,Soybeans,1425700,44.6
2024,Manitoba,Spring wheat,3183400,65.5
2024,Manitoba,Wheat (all),3250300,65.4
2024,Manitoba,Winter wheat,32800,66.0
2024,New Brunswick,Barley,19200,65.6
2024,New Brunswick,Canola,2300,54.2
2024,New Brunswick,Corn for grain,9500,146.2
2024,New Brunswick,Durum wheat,1900,
2024,New Brunswick,Mixed grains,400,
2024,New Brunswick,Oats,14200,69.6
2024,New Brunswick,Rye,1600,
2024,New Brunswick,Soybeans,13500,46.4
2024,New Brunswick,Spring wheat,7800,49.2
2024,New Brunswick,Wheat (all),11100,51.0
2024,New Brunswick,Winter wheat,1300,54.9
2024,Newfoundland and Labrador,Barley,200,
2024,Newfoundland and Labrador,Oats,300,
2024,Newfoundland and Labrador,Rye,300,
2024,Nova Scotia,Barley,1900,54.7
2024,Nova Scotia,Corn for grain,15700,140.8
2024,Nova Scotia,Mixed grains,200,
2024,Nova Scotia,Oats,2600,49.1
2024,Nova Scotia,Rye,2200,50.0
2024,Nova Scotia,Soybeans,12500,52.8
2024,Nova Scotia,Spring wheat,1700,56.1
2024,Nova Scotia,Wheat (all),8100,71.0
2024,Nova Scotia,Winter wheat,4800,76.8
2024,Ontario,Barley,56800,76.3
2024,Ontario,Canola,56400,49.3
2024,Ontario,Corn for grain,2157500,180.0
2024,Ontario,Dry peas,3900,36.6
2024,Ontario,Mixed grains,37400,59.5
2024,Ontario,Oats,77500,90.5
2024,Ontario,Rye,93800,56.8
2024,Ontario,Soybeans,3118500,52.9
2024,Ontario,Spring wheat,65100,49.6
2024,Ontario,Wheat (all),1090400,92.9
2024,Ontario,Winter wheat,958000,95.8
2024,Prince Edward Island,Barley,54700,68.3
2024,Prince Edward Island,Corn for grain,14000,157.1
2024,Prince Edward Island,Mixed grains,2000,
2024,Prince Edward Island,Oats,9600,77.0
2024,Prince Edward Island,Rye,4500,29.7
2024,Prince Edward Island,Soybeans,35000,52.2
2024,Prince Edward Island,Spring wheat,16500,44.7
2024,Prince Edward Island,Wheat (all),38500,61.3
2024,Prince Edward Island,Winter wheat,21400,74.5
2024,Quebec,Barley,85700,60.5
2024,Quebec,Canola,38200,41.8
2024,Quebec,Corn for grain,879000,162.1
2024,Quebec,Dry peas,6000,
2024,Quebec,Mixed grains,22300,58.4
2024,Quebec,Oats,142200,67.7
2024,Quebec,Rye,49100,54.9
2024,Quebec,Soybeans,1036200,51.3
2024,Quebec,Spring wheat,145900,44.7
2024,Quebec,Wheat (all),227500,50.8
2024,Quebec,Winter wheat,65200,65.5
2024,Saskatchewan,Barley,2313600,64.9
2024,Saskatchewan,Canola,12085600,38.3
2024,Saskatchewan,Corn for grain,32400,88.7
2024,Saskatchewan,Dry peas,1735600,32.6
2024,Saskatchewan,Durum wheat,5115800,35.8
2024,Saskatchewan,Flax,417800,18.7
2024,Saskatchewan,Mixed grains,77100,33.9
2024,Saskatchewan,Oats,1263100,86.5
2024,Saskatchewan,Rye,93700,54.7
2024,Saskatchewan,Soybeans,67000,25.3
2024,Saskatchewan,Spring wheat,8960100,49.9
2024,Saskatchewan,Wheat (all),14178100,44.8
2024,Saskatchewan,Winter wheat,96500,54.6
2025,Alberta,Barley,3304900,80.7
2025,Alberta,Canola,6208400,45.4
2025,Alberta,Corn for grain,35300,
2025,Alberta,Dry peas,1498600,45.6
2025,Alberta,Durum wheat,1327400,44.1
2025,Alberta,Flax,48000,40.8
2025,Alberta,Mixed grains,155500,62.6
2025,Alberta,Oats,839900,86.4
2025,Alberta,Rye,151400,57.1
2025,Alberta,Spring wheat,6524500,59.6
2025,Alberta,Wheat (all),8052700,57.0
2025,Alberta,Winter wheat,182800,57.7
2025,British Columbia,Barley,54100,73.7
2025,British Columbia,Canola,111800,42.3
2025,British Columbia,Corn for grain,2400,130.0
2025,British Columbia,Dry peas,28000,42.9
2025,British Columbia,Durum wheat,5300,72.6
2025,British Columbia,Mixed grains,8000,81.5
2025,British Columbia,Oats,91000,100.2
2025,British Columbia,Rye,14500,94.3
2025,British Columbia,Spring wheat,75500,52.6
2025,British Columbia,Wheat (all),99800,56.1
2025,British Columbia,Winter wheat,11100,71.1
2025,Manitoba,Barley,309400,85.0
2025,Manitoba,Canola,3028300,44.8
2025,Manitoba,Corn for grain,619400,147.0
2025,Manitoba,Dry peas,196000,51.3
2025,Manitoba,Durum wheat,56000,66.9
2025,Manitoba,Flax,34300,32.6
2025,Manitoba,Mixed grains,23500,58.8
2025,Manitoba,Oats,555900,116.5
2025,Manitoba,Rye,153100,77.6
2025,Manitoba,Soybeans,1656100,43.8
2025,Manitoba,Spring wheat,3210400,65.7
2025,Manitoba,Wheat (all),3306200,65.6
2025,Manitoba,Winter wheat,34800,60.8
2025,New Brunswick,Barley,19900,70.6
2025,New Brunswick,Canola,1200,49.5
2025,New Brunswick,Corn for grain,9600,101.2
2025,New Brunswick,Mixed grains,800,
2025,New Brunswick,Oats,19800,75.1
2025,New Brunswick,Soybeans,8500,32.0
2025,New Brunswick,Spring wheat,7000,48.0
2025,New Brunswick,Wheat (all),10400,52.0
2025,New Brunswick,Winter wheat,3100,62.0
2025,Newfoundland and Labrador,Oats,300,
2025,Newfoundland and Labrador,Rye,200,
2025,Nova Scotia,Barley,3700,71.8
2025,Nova Scotia,Corn for grain,15200,104.7
2025,Nova Scotia,Mixed grains,200,
2025,Nova Scotia,Oats,2700,46.2
2025,Nova Scotia,Rye,1300,70.1
2025,Nova Scotia,Soybeans,11400,27.8
2025,Nova Scotia,Spring wheat,2800,56.0
2025,Nova Scotia,Wheat (all),10000,76.4
2025,Nova Scotia,Winter wheat,6300,85.5
2025,Ontario,Barley,56500,69.5
2025,Ontario,Canola,56500,49.8
2025,Ontario,Corn for grain,2197600,175.6
2025,Ontario,Dry peas,10000,29.8
2025,Ontario,Mixed grains,40900,55.2
2025,Ontario,Oats,63100,89.9
2025,Ontario,Rye,138500,58.7
2025,Ontario,Soybeans,2888200,46.3
2025,Ontario,Spring wheat,62800,56.3
2025,Ontario,Wheat (all),1270600,94.0
2025,Ontario,Winter wheat,1120800,96.6
2025,Prince Edward Island,Barley,52200,72.4
2025,Prince Edward Island,Corn for grain,14000,118.4
2025,Prince Edward Island,Dry peas,1100,48.4
2025,Prince Edward Island,Mixed grains,1400,40.3
2025,Prince Edward Island,Oats,8500,69.3
2025,Prince Edward Island,Rye,3500,
2025,Prince Edward Island,Soybeans,37900,28.0
2025,Prince Edward Island,Spring wheat,16100,50.2
2025,Prince Edward Island,Wheat (all),39000,66.4
2025,Prince Edward Island,Winter wheat,19300,79.3
2025,Quebec,Barley,81000,57.4
2025,Quebec,Canola,27900,40.1
2025,Quebec,Corn for grain,854600,141.1
2025,Quebec,Dry peas,3000,32.4
2025,Quebec,Mixed grains,18200,53.6
2025,Quebec,Oats,129600,63.9
2025,Quebec,Rye,74600,51.3
2025,Quebec,Soybeans,1081500,40.8
2025,Quebec,Spring wheat,136000,44.9
2025,Quebec,Wheat (all),220800,53.3
2025,Quebec,Winter wheat,80000,67.9
2025,Saskatchewan,Barley,2253900,78.2
2025,Saskatchewan,Canola,12187400,44.4
2025,Saskatchewan,Corn for grain,34100,112.4
2025,Saskatchewan,Dry peas,1773000,38.6
2025,Saskatchewan,Durum wheat,5118800,39.6
2025,Saskatchewan,Flax,536900,27.8
2025,Saskatchewan,Mixed grains,56000,30.6
2025,Saskatchewan,Oats,1285400,101.0
2025,Saskatchewan,Rye,142700,54.7
2025,Saskatchewan,Soybeans,95500,42.5
2025,Saskatchewan,Spring wheat,8773600,55.8
2025,Saskatchewan,Wheat (all),14022600,49.7
2025,Saskatchewan,Winter wheat,126300,42.1
