Year,Municipality,Variety,Farms,Acres,Yield_bu_ac,Reported
2021,GRANDVIEW,AAC CAMERON VB <CANTERRA>,7,2551.0,49.3,TRUE
2021,GRANDVIEW,AAC ELIE(BW931),5,1163.0,49.2,TRUE
2021,GRANDVIEW,AAC HODGE |BW1069|,,,,FALSE
2021,GRANDVIEW,AAC LEROY VB <ALLIANCE>,,,,FALSE
2021,GRANDVIEW,AAC REDBERRY,19,7099.0,54.3,TRUE
2021,GRANDVIEW,AAC REDWATER (PT457),,,,FALSE
2021,GRANDVIEW,AAC STARBUCK <SECAN>,,,,FALSE
2021,GRANDVIEW,AAC TISDALE (PT250),,,,FALSE
2021,GRANDVIEW,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,19,7238.0,51.6,TRUE
2021,GRANDVIEW,AAC WHEATLAND <SECAN>,10,2042.0,51.9,TRUE
2021,GRANDVIEW,BOLLES <SEED DEPOT>,13,3937.0,49.2,TRUE
2021,GRANDVIEW,BW 5055,,,,FALSE
2021,GRANDVIEW,CARDALE (BW429),,,,FALSE
2021,GRANDVIEW,CDC HUGHES <CPSC> |PT588|,,,,FALSE
2021,GRANDVIEW,CDC PLENTIFUL (PT580),5,2026.0,52.3,TRUE
2021,GRANDVIEW,KANE (BW342),,,,FALSE
2021,GRANDVIEW,SY GABBRO <SYNGENTA>,,,,FALSE
2021,GRASSLAND,AAC BRANDON (BW 932),69,28879.0,48.1,TRUE
2021,GRASSLAND,AAC CAMERON VB <CANTERRA>,,,,FALSE
2021,GRASSLAND,AAC ELIE(BW931),3,581.0,51.3,TRUE
2021,GRASSLAND,AAC LEROY VB <ALLIANCE>,,,,FALSE
2021,GRASSLAND,AAC REDBERRY,,,,FALSE
2021,GRASSLAND,AAC STARBUCK <SECAN>,15,6028.0,48.8,TRUE
2021,GRASSLAND,AAC TISDALE (PT250),,,,FALSE
2021,GRASSLAND,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,,,,FALSE
2021,GRASSLAND,AAC WHEATLAND <SECAN>,22,6536.0,50.9,TRUE
2021,GRASSLAND,CARBERRY (BW874),,,,FALSE
2021,GRASSLAND,CARDALE (BW429),,,,FALSE
2021,GREY,AAC BRANDON (BW 932),51,16538.0,45.7,TRUE
2021,GREY,AAC ELIE(BW931),,,,FALSE
2021,GREY,AAC STARBUCK <SECAN>,24,6882.0,44.2,TRUE
2021,GREY,AAC TISDALE (PT250),,,,FALSE
2021,GREY,AC BARRIE (BW 661),,,,FALSE
2021,GREY,BOLLES <SEED DEPOT>,3,616.0,24.0,TRUE
2021,GREY,CARDALE (BW429),,,,FALSE
2021,GREY,SY GABBRO <SYNGENTA>,,,,FALSE
2021,HAMIOTA,AAC BRANDON (BW 932),30,10294.0,54.2,TRUE
2021,HAMIOTA,AAC HOCKLEY |BW5044|,,,,FALSE
2021,HAMIOTA,AAC HODGE |BW1069|,,,,FALSE
2021,HAMIOTA,AAC LEROY VB <ALLIANCE>,,,,FALSE
2021,HAMIOTA,AAC REDBERRY,8,2443.0,59.4,TRUE
2021,HAMIOTA,AAC STARBUCK <SECAN>,24,5597.0,55.3,TRUE
2021,HAMIOTA,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,,,,FALSE
2021,HAMIOTA,AAC WHEATLAND <SECAN>,20,6295.0,59.1,TRUE
2021,HAMIOTA,BOLLES <SEED DEPOT>,,,,FALSE
2021,HAMIOTA,CDC LANDMARK,9,2204.0,52.0,TRUE
2021,HAMIOTA,COLUMBUS,,,,FALSE
2021,HAMIOTA,MUCHMORE (BW875),,,,FALSE
2021,HAMIOTA,SY TORACH <SYNGENTA>,,,,FALSE
2021,HANOVER,AAC BRANDON (BW 932),25,6921.0,64.3,TRUE
2021,HANOVER,AAC ELIE(BW931),,,,FALSE
2021,HANOVER,AAC STARBUCK <SECAN>,7,1164.0,56.5,TRUE
2021,HANOVER,AAC TISDALE (PT250),,,,FALSE
2021,HANOVER,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,,,,FALSE
2021,HANOVER,CARDALE (BW429),,,,FALSE
2021,HARRISON PARK,5604HR CL (BW 878),,,,FALSE
2021,HARRISON PARK,AAC BRANDON (BW 932),14,6139.0,53.7,TRUE
2021,HARRISON PARK,AAC CAMERON VB <CANTERRA>,,,,FALSE
2021,HARRISON PARK,AAC ELIE(BW931),,,,FALSE
2021,HARRISON PARK,AAC LEROY VB <ALLIANCE>,5,1212.0,60.3,TRUE
2021,HARRISON PARK,AAC REDBERRY,27,8818.0,48.0,TRUE
2021,HARRISON PARK,AAC STARBUCK <SECAN>,4,1275.0,72.8,TRUE
2021,HARRISON PARK,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,5,1141.0,60.0,TRUE
2021,HARRISON PARK,AAC WHEATLAND <SECAN>,5,2967.0,64.8,TRUE
2021,HARRISON PARK,AC BARRIE (BW 661),,,,FALSE
2021,HARRISON PARK,AC DOMAIN (BW 148),,,,FALSE
2021,HARRISON PARK,AC SPLENDOR (BW 191),3,592.0,27.0,TRUE
2021,HARRISON PARK,BOLLES <SEED DEPOT>,11,3163.0,48.6,TRUE
2021,HARRISON PARK,CDC LANDMARK,,,,FALSE
2021,HARRISON PARK,GLENN,,,,FALSE
2021,HARRISON PARK,ROBLIN,,,,FALSE
2021,HARRISON PARK,SY TORACH <SYNGENTA>,3,626.0,57.6,TRUE
2021,HARRISON PARK,WR859 CL (BW859),,,,FALSE
2021,HEADINGLEY,AAC BRANDON (BW 932),8,3069.0,47.1,TRUE
2021,HEADINGLEY,AAC STARBUCK <SECAN>,4,638.0,40.7,TRUE
2021,HILLSBURG-ROBLIN-SHELL RIVER,AAC ALIDA (BW980),,,,FALSE
2021,HILLSBURG-ROBLIN-SHELL RIVER,AAC BRANDON (BW 932),20,9785.0,52.0,TRUE
2021,HILLSBURG-ROBLIN-SHELL RIVER,AAC ELIE(BW931),,,,FALSE
2021,HILLSBURG-ROBLIN-SHELL RIVER,AAC LEROY VB <ALLIANCE>,,,,FALSE
2021,HILLSBURG-ROBLIN-SHELL RIVER,AAC REDBERRY,,,,FALSE
2021,HILLSBURG-ROBLIN-SHELL RIVER,AAC TISDALE (PT250),,,,FALSE
2021,HILLSBURG-ROBLIN-SHELL RIVER,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,17,5697.0,50.5,TRUE
2021,HILLSBURG-ROBLIN-SHELL RIVER,AAC WHEATLAND <SECAN>,7,2460.0,55.9,TRUE
2021,HILLSBURG-ROBLIN-SHELL RIVER,BOLLES <SEED DEPOT>,9,3497.0,51.0,TRUE
2021,HILLSBURG-ROBLIN-SHELL RIVER,CDC HUGHES <CPSC> |PT588|,,,,FALSE
2021,HILLSBURG-ROBLIN-SHELL RIVER,CDC LANDMARK,,,,FALSE
2021,HILLSBURG-ROBLIN-SHELL RIVER,GLENN,,,,FALSE
2021,HILLSBURG-ROBLIN-SHELL RIVER,SY GABBRO <SYNGENTA>,,,,FALSE
2021,HILLSBURG-ROBLIN-SHELL RIVER,SY TORACH <SYNGENTA>,,,,FALSE
2021,KELSEY,AAC BRANDON (BW 932),,,,FALSE
2021,KELSEY,AAC REDBERRY,8,5001.0,33.4,TRUE
2021,KELSEY,AAC REDWATER (PT457),,,,FALSE
2021,KELSEY,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,4,3868.0,64.2,TRUE
2021,KELSEY,CDC LANDMARK,3,1707.0,56.7,TRUE
2021,KELSEY,CDC TEAL (BW 616),,,,FALSE
2021,KILLARNEY-TURTLE MTN,AAC BRANDON (BW 932),53,29184.0,47.7,TRUE
2021,KILLARNEY-TURTLE MTN,AAC CAMERON VB <CANTERRA>,8,3267.0,46.4,TRUE
2021,KILLARNEY-TURTLE MTN,AAC LEROY VB <ALLIANCE>,5,974.0,46.4,TRUE
2021,KILLARNEY-TURTLE MTN,"AAC MAGNET |BW 1045, BJ14*A01135|",4,892.0,45.5,TRUE
2021,KILLARNEY-TURTLE MTN,AAC REDBERRY,3,1655.0,48.1,TRUE
2021,KILLARNEY-TURTLE MTN,AAC STARBUCK <SECAN>,11,2964.0,50.4,TRUE
2021,KILLARNEY-TURTLE MTN,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,,,,FALSE
2021,KILLARNEY-TURTLE MTN,AAC WHEATLAND <SECAN>,6,1983.0,44.5,TRUE
2021,KILLARNEY-TURTLE MTN,CDC PLENTIFUL (PT580),,,,FALSE
2021,KILLARNEY-TURTLE MTN,MUCHMORE (BW875),,,,FALSE
2021,KILLARNEY-TURTLE MTN,SY CAST,,,,FALSE
2021,LA BROQUERIE,AAC STARBUCK <SECAN>,,,,FALSE
2021,LA BROQUERIE,CARDALE (BW429),,,,FALSE
2021,LAC DU BONNET,AAC BRANDON (BW 932),6,2297.0,72.8,TRUE
2021,LAC DU BONNET,AAC ELIE(BW931),6,1320.0,89.8,TRUE
2021,LAC DU BONNET,AAC STARBUCK <SECAN>,3,768.0,65.0,TRUE
2021,LAC DU BONNET,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,11,2131.0,81.8,TRUE
2021,LAC DU BONNET,CARBERRY (BW874),,,,FALSE
2021,LAC DU BONNET,CARDALE (BW429),,,,FALSE
2021,LAC DU BONNET,CS DAYBREAK <CANTERRA>,,,,FALSE
2021,LAKESHORE,AAC BRANDON (BW 932),29,12081.0,44.0,TRUE
2021,LAKESHORE,AAC CAMERON VB <CANTERRA>,,,,FALSE
2021,LAKESHORE,AAC REDBERRY,3,770.0,46.8,TRUE
2021,LAKESHORE,AAC STARBUCK <SECAN>,3,1631.0,48.3,TRUE
2021,LAKESHORE,AAC TISDALE (PT250),6,1292.0,35.7,TRUE
2021,LAKESHORE,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,5,1911.0,41.0,TRUE
2021,LAKESHORE,AAC WHEATLAND <SECAN>,,,,FALSE
2021,LAKESHORE,BOLLES <SEED DEPOT>,3,748.0,46.8,TRUE
2021,LAKESHORE,CARDALE (BW429),,,,FALSE
2021,LAKESHORE,CDC STANLEY (BW880),,,,FALSE
2021,LAKESHORE,GLENN,,,,FALSE
2021,LORNE,AAC BRANDON (BW 932),98,30531.0,62.1,TRUE
2021,LORNE,AAC ELIE(BW931),3,621.0,53.9,TRUE
2021,LORNE,AAC LEROY VB <ALLIANCE>,,,,FALSE
2021,LORNE,AAC REDBERRY,,,,FALSE
2021,LORNE,AAC STARBUCK <SECAN>,34,5831.0,64.4,TRUE
2021,LORNE,AAC TISDALE (PT250),5,705.0,44.9,TRUE
2021,LORNE,AAC WHEATLAND <SECAN>,,,,FALSE
2021,LORNE,CARDALE (BW429),6,2279.0,58.8,TRUE
2021,LORNE,CDC LANDMARK,,,,FALSE
2021,LORNE,CDC SKRUSH |PT599|,,,,FALSE
2021,LORNE,CDC TITANIUM <PROVEN>,,,,FALSE
2021,LORNE,CDC VR MORRIS (BW423),,,,FALSE
2021,LORNE,HARVEST (BW259),,,,FALSE
2021,LORNE,SY GABBRO <SYNGENTA>,,,,FALSE
2021,LORNE,SY TORACH <SYNGENTA>,,,,FALSE
2021,LOUISE,AAC BRANDON (BW 932),88,39614.4,61.5,TRUE
2021,LOUISE,AAC ELIE(BW931),3,670.0,63.6,TRUE
2021,LOUISE,AAC LEROY VB <ALLIANCE>,,,,FALSE
2021,LOUISE,AAC REDBERRY,4,861.0,55.7,TRUE
2021,LOUISE,AAC STARBUCK <SECAN>,43,9589.0,64.0,TRUE
2021,LOUISE,AAC TISDALE (PT250),,,,FALSE
2021,LOUISE,AAC WHEATLAND <SECAN>,4,785.8,60.3,TRUE
2021,LOUISE,BOLLES <SEED DEPOT>,,,,FALSE
2021,LOUISE,CDC HUGHES <CPSC> |PT588|,,,,FALSE
2021,LOUISE,SY BRAWN,,,,FALSE
2021,LOUISE,SY CAST,,,,FALSE
2021,LOUISE,SY GABBRO <SYNGENTA>,,,,FALSE
2021,MACDONALD,AAC BRANDON (BW 932),91,37660.0,35.5,TRUE
2021,MACDONALD,AAC ELIE(BW931),,,,FALSE
2021,MACDONALD,AAC HOCKLEY |BW5044|,,,,FALSE
2021,MACDONALD,AAC HODGE |BW1069|,,,,FALSE
2021,MACDONALD,AAC STARBUCK <SECAN>,49,13846.0,35.6,TRUE
2021,MACDONALD,AAC TISDALE (PT250),,,,FALSE
2021,MACDONALD,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,13,4684.0,34.8,TRUE
2021,MACDONALD,AC DOMAIN (BW 148),,,,FALSE
2021,MACDONALD,CS DAYBREAK <CANTERRA>,3,786.0,39.7,TRUE
2021,MACDONALD,SY GABBRO <SYNGENTA>,7,1060.0,36.3,TRUE
2021,MACDONALD,SY TORACH <SYNGENTA>,,,,FALSE
2021,MCCREARY,AAC BRANDON (BW 932),16,6878.0,39.7,TRUE
2021,MCCREARY,AAC STARBUCK <SECAN>,,,,FALSE
2021,MCCREARY,AAC TISDALE (PT250),6,1036.0,31.1,TRUE
2021,MCCREARY,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,,,,FALSE
2021,MCCREARY,CDC PLENTIFUL (PT580),,,,FALSE
2021,MCCREARY,GLENN,,,,FALSE
2021,MCCREARY,SY GABBRO <SYNGENTA>,,,,FALSE
2021,MINITONAS-BOWSMAN,AAC BRANDON (BW 932),10,3653.0,61.6,TRUE
2021,MINITONAS-BOWSMAN,AAC CONNERY |PT245|,,,,FALSE
2021,MINITONAS-BOWSMAN,AAC LEROY VB <ALLIANCE>,,,,FALSE
2021,MINITONAS-BOWSMAN,AAC REDBERRY,4,1264.0,55.8,TRUE
2021,MINITONAS-BOWSMAN,AAC TISDALE (PT250),7,1976.0,47.3,TRUE
2021,MINITONAS-BOWSMAN,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,69,32091.0,59.9,TRUE
2021,MINITONAS-BOWSMAN,AAC WHEATLAND <SECAN>,4,592.0,77.8,TRUE
2021,MINITONAS-BOWSMAN,BOLLES <SEED DEPOT>,,,,FALSE
2021,MINITONAS-BOWSMAN,CARBERRY (BW874),,,,FALSE
2021,MINITONAS-BOWSMAN,CARDALE (BW429),8,3489.0,56.8,TRUE
2021,MINITONAS-BOWSMAN,CDC LANDMARK,,,,FALSE
2021,MINITONAS-BOWSMAN,CDC PLENTIFUL (PT580),,,,FALSE
2021,MINITONAS-BOWSMAN,SY GABBRO <SYNGENTA>,,,,FALSE
2021,MINTO-ODANAH,AAC BRANDON (BW 932),42,16938.3,59.2,TRUE
2021,MINTO-ODANAH,AAC CAMERON VB <CANTERRA>,,,,FALSE
2021,MINTO-ODANAH,AAC LEROY VB <ALLIANCE>,,,,FALSE
2021,MINTO-ODANAH,AAC REDBERRY,6,1257.0,56.1,TRUE
2021,MINTO-ODANAH,AAC REDSTAR <SECAN> |PT488|,,,,FALSE
2021,MINTO-ODANAH,AAC STARBUCK <SECAN>,10,3093.0,66.2,TRUE
2021,MINTO-ODANAH,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,3,1195.0,61.3,TRUE
2021,MINTO-ODANAH,AAC WHEATLAND <SECAN>,7,2326.0,69.5,TRUE
2021,MINTO-ODANAH,BOLLES <SEED DEPOT>,9,2464.0,60.3,TRUE
2021,MINTO-ODANAH,SY GABBRO <SYNGENTA>,,,,FALSE
2021,MONTCALM,AAC BRANDON (BW 932),40,11694.0,66.3,TRUE
2021,MONTCALM,AAC ELIE(BW931),,,,FALSE
2021,MONTCALM,AAC STARBUCK <SECAN>,18,4157.0,61.8,TRUE
2021,MONTCALM,AAC TISDALE (PT250),,,,FALSE
2021,MONTCALM,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,,,,FALSE
2021,MONTCALM,CS DAYBREAK <CANTERRA>,,,,FALSE
2021,MONTCALM,SHELLY,,,,FALSE
2021,MORRIS,AAC BRANDON (BW 932),84,25388.0,52.2,TRUE
2021,MORRIS,AAC ELIE(BW931),,,,FALSE
2021,MORRIS,AAC STARBUCK <SECAN>,37,9076.0,56.3,TRUE
2021,MORRIS,AAC TISDALE (PT250),,,,FALSE
2021,MORRIS,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,12,4456.0,58.8,TRUE
2021,MORRIS,AAC WHEATLAND <SECAN>,,,,FALSE
2021,MORRIS,CARDALE (BW429),4,1320.0,55.3,TRUE
2021,MORRIS,CS DAYBREAK <CANTERRA>,5,1557.0,58.3,TRUE
2021,MORRIS,SY CAST,,,,FALSE
2021,MORRIS,SY GABBRO <SYNGENTA>,4,1468.0,25.9,TRUE
2021,MOSSEY RIVER,AAC BRANDON (BW 932),4,1402.0,54.1,TRUE
2021,MOSSEY RIVER,AAC LEROY VB <ALLIANCE>,,,,FALSE
2021,MOSSEY RIVER,AAC REDBERRY,,,,FALSE
2021,MOSSEY RIVER,AAC TISDALE (PT250),,,,FALSE
2021,MOSSEY RIVER,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,4,2356.0,49.5,TRUE
2021,MOSSEY RIVER,CARDALE (BW429),5,1548.0,52.0,TRUE
2021,MOSSEY RIVER,CDC ORTONA <PROVEN>,,,,FALSE
2021,MOSSEY RIVER,CDC STANLEY (BW880),,,,FALSE
2021,MOUNTAIN,AAC BRANDON (BW 932),3,2055.0,50.9,TRUE
2021,MOUNTAIN,AAC ELIE(BW931),,,,FALSE
2021,MOUNTAIN,AAC REDBERRY,,,,FALSE
2021,MOUNTAIN,AAC TISDALE (PT250),,,,FALSE
2021,MOUNTAIN,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,19,11501.0,62.8,TRUE
2021,MOUNTAIN,AAC WHEATLAND <SECAN>,,,,FALSE
2021,MOUNTAIN,AC INTREPID (BW 693),,,,FALSE
2021,MOUNTAIN,CARBERRY (BW874),,,,FALSE
2021,MOUNTAIN,CARDALE (BW429),6,3006.0,60.7,TRUE
2021,MOUNTAIN,CDC GO (BW781),,,,FALSE
2021,MOUNTAIN,CDC IMAGINE (BW758)(IMI),,,,FALSE
2021,MOUNTAIN,CDC LANDMARK,,,,FALSE
2021,MOUNTAIN,CDC ORTONA <PROVEN>,,,,FALSE
2021,MOUNTAIN,CDC PLENTIFUL (PT580),,,,FALSE
2021,MOUNTAIN,CDC STANLEY (BW880),,,,FALSE
2021,MOUNTAIN,CDC VR MORRIS (BW423),,,,FALSE
2021,MOUNTAIN,SUPERB (BW252),,,,FALSE
2021,NORFOLK-TREHERNE,AAC BRANDON (BW 932),41,13993.3,62.2,TRUE
2021,NORFOLK-TREHERNE,AAC ELIE(BW931),,,,FALSE
2021,NORFOLK-TREHERNE,AAC STARBUCK <SECAN>,8,1633.0,65.7,TRUE
2021,NORFOLK-TREHERNE,AAC TISDALE (PT250),5,949.0,55.0,TRUE
2021,NORFOLK-TREHERNE,AAC WHEATLAND <SECAN>,3,879.0,67.7,TRUE
2021,NORFOLK-TREHERNE,HARVEST (BW259),,,,FALSE
2021,NORFOLK-TREHERNE,SY TORACH <SYNGENTA>,3,640.0,73.1,TRUE
2021,NORTH CYPRESS-LANGFORD,AAC BRANDON (BW 932),72,41348.8,48.7,TRUE
2021,NORTH CYPRESS-LANGFORD,AAC ELIE(BW931),,,,FALSE
2021,NORTH CYPRESS-LANGFORD,AAC REDBERRY,3,2112.0,57.8,TRUE
2021,NORTH CYPRESS-LANGFORD,AAC STARBUCK <SECAN>,14,3841.4,47.2,TRUE
2021,NORTH CYPRESS-LANGFORD,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,3,853.0,32.0,TRUE
2021,NORTH CYPRESS-LANGFORD,AAC WHEATLAND <SECAN>,,,,FALSE
2021,NORTH CYPRESS-LANGFORD,BOLLES <SEED DEPOT>,3,1072.0,43.3,TRUE
2021,NORTH CYPRESS-LANGFORD,CARBERRY (BW874),,,,FALSE
2021,NORTH CYPRESS-LANGFORD,CARDALE (BW429),,,,FALSE
2021,NORTH CYPRESS-LANGFORD,CDC STANLEY (BW880),,,,FALSE
2021,NORTH CYPRESS-LANGFORD,CS DAYBREAK <CANTERRA>,,,,FALSE
2021,NORTH NORFOLK,AAC BRANDON (BW 932),36,12366.0,43.2,TRUE
2021,NORTH NORFOLK,AAC CAMERON VB <CANTERRA>,,,,FALSE
2021,NORTH NORFOLK,AAC ELIE(BW931),6,1632.0,38.4,TRUE
2021,NORTH NORFOLK,AAC REDBERRY,,,,FALSE
2021,NORTH NORFOLK,AAC STARBUCK <SECAN>,6,2389.0,47.6,TRUE
2021,NORTH NORFOLK,BOLLES <SEED DEPOT>,8,4571.0,42.5,TRUE
2021,NORTH NORFOLK,CARDALE (BW429),8,1333.0,34.1,TRUE
2021,NORTH NORFOLK,SY TORACH <SYNGENTA>,,,,FALSE
2021,OAKLAND-WAWANESA,5605HR CL (BW918),,,,FALSE
2021,OAKLAND-WAWANESA,AAC BRANDON (BW 932),29,11725.0,58.2,TRUE
2021,OAKLAND-WAWANESA,AAC CAMERON VB <CANTERRA>,5,535.0,46.4,TRUE
2021,OAKLAND-WAWANESA,AAC ELIE(BW931),,,,FALSE
2021,OAKLAND-WAWANESA,AAC STARBUCK <SECAN>,15,2533.0,52.1,TRUE
2021,OAKLAND-WAWANESA,AAC TISDALE (PT250),,,,FALSE
2021,OAKLAND-WAWANESA,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,,,,FALSE
2021,OAKLAND-WAWANESA,AAC WHEATLAND <SECAN>,10,3845.0,54.0,TRUE
2021,OAKLAND-WAWANESA,AC BARRIE (BW 661),,,,FALSE
2021,OAKLAND-WAWANESA,BOLLES <SEED DEPOT>,,,,FALSE
2021,OAKLAND-WAWANESA,CARDALE (BW429),,,,FALSE
2021,OAKVIEW,AAC ALIDA (BW980),5,1231.0,57.0,TRUE
2021,OAKVIEW,AAC BRANDON (BW 932),43,16387.9,60.3,TRUE
2021,OAKVIEW,AAC ELIE(BW931),,,,FALSE
2021,OAKVIEW,AAC LEROY VB <ALLIANCE>,,,,FALSE
2021,OAKVIEW,AAC REDBERRY,17,3746.0,56.7,TRUE
2021,OAKVIEW,AAC STARBUCK <SECAN>,32,9142.0,59.6,TRUE
2021,OAKVIEW,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,3,871.0,51.4,TRUE
2021,OAKVIEW,AAC WHEATLAND <SECAN>,14,6047.0,51.6,TRUE
2021,OAKVIEW,BOLLES <SEED DEPOT>,6,1017.0,63.5,TRUE
2021,OAKVIEW,CDC HUGHES <CPSC> |PT588|,,,,FALSE
2021,OAKVIEW,CDC LANDMARK,4,1328.0,61.2,TRUE
2021,OAKVIEW,CDC UTMOST (BW 883),,,,FALSE
2021,OAKVIEW,GLENN,,,,FALSE
2021,OAKVIEW,SY TORACH <SYNGENTA>,,,,FALSE
2021,PEMBINA,AAC BRANDON (BW 932),96,32280.0,52.2,TRUE
2021,PEMBINA,AAC HOCKLEY |BW5044|,,,,FALSE
2021,PEMBINA,AAC LEROY VB <ALLIANCE>,,,,FALSE
2021,PEMBINA,AAC REDBERRY,,,,FALSE
2021,PEMBINA,AAC STARBUCK <SECAN>,21,4645.0,58.4,TRUE
2021,PEMBINA,AAC TISDALE (PT250),,,,FALSE
2021,PEMBINA,AAC WHEATLAND <SECAN>,5,1203.0,44.8,TRUE
2021,PEMBINA,BOLLES <SEED DEPOT>,,,,FALSE
2021,PEMBINA,CARBERRY (BW874),,,,FALSE
2021,PEMBINA,CARDALE (BW429),,,,FALSE
2021,PEMBINA,CDC HUGHES <CPSC> |PT588|,,,,FALSE
2021,PEMBINA,CDC LANDMARK,,,,FALSE
2021,PEMBINA,CS DAYBREAK <CANTERRA>,,,,FALSE
2021,PEMBINA,SY CAST,,,,FALSE
2021,PEMBINA,SY TORACH <SYNGENTA>,5,1007.0,55.8,TRUE
2021,PINEY,AAC BRANDON (BW 932),4,1326.0,58.1,TRUE
2021,PIPESTONE,AAC BRANDON (BW 932),59,32551.0,41.8,TRUE
2021,PIPESTONE,AAC CAMERON VB <CANTERRA>,,,,FALSE
2021,PIPESTONE,AAC ELIE(BW931),4,3587.0,41.7,TRUE
2021,PIPESTONE,AAC LEROY VB <ALLIANCE>,,,,FALSE
2021,PIPESTONE,AAC REDBERRY,6,1031.0,37.2,TRUE
2021,PIPESTONE,AAC STARBUCK <SECAN>,8,1976.0,38.1,TRUE
2021,PIPESTONE,AAC TISDALE (PT250),3,999.0,38.5,TRUE
2021,PIPESTONE,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,7,2119.0,36.6,TRUE
2021,PIPESTONE,AAC WHEATLAND <SECAN>,8,4606.0,45.0,TRUE
2021,PIPESTONE,BOLLES <SEED DEPOT>,,,,FALSE
2021,PIPESTONE,CARBERRY (BW874),,,,FALSE
2021,PIPESTONE,CARDALE (BW429),,,,FALSE
2021,PIPESTONE,CDC HUGHES <CPSC> |PT588|,,,,FALSE
2021,PIPESTONE,CDC LANDMARK,,,,FALSE
2021,PORTAGE LA PRAIRIE,AAC BRANDON (BW 932),106,52284.0,55.5,TRUE
2021,PORTAGE LA PRAIRIE,AAC ELIE(BW931),,,,FALSE
2021,PORTAGE LA PRAIRIE,AAC REDWATER (PT457),,,,FALSE
2021,PORTAGE LA PRAIRIE,AAC STARBUCK <SECAN>,35,13351.0,59.2,TRUE
2021,PORTAGE LA PRAIRIE,BOLLES <SEED DEPOT>,8,2256.0,42.8,TRUE
2021,PORTAGE LA PRAIRIE,CARBERRY (BW874),,,,FALSE
2021,PORTAGE LA PRAIRIE,CARDALE (BW429),,,,FALSE
2021,PORTAGE LA PRAIRIE,CDC SKRUSH |PT599|,,,,FALSE
2021,PORTAGE LA PRAIRIE,SY GABBRO <SYNGENTA>,,,,FALSE
2021,PRAIRIE LAKES,AAC BRANDON (BW 932),67,30677.0,55.8,TRUE
2021,PRAIRIE LAKES,AAC CAMERON VB <CANTERRA>,4,635.0,50.0,TRUE
2021,PRAIRIE LAKES,AAC ELIE(BW931),,,,FALSE
2021,PRAIRIE LAKES,AAC LEROY VB <ALLIANCE>,,,,FALSE
2021,PRAIRIE LAKES,AAC REDBERRY,,,,FALSE
2021,PRAIRIE LAKES,AAC STARBUCK <SECAN>,10,2028.0,54.7,TRUE
2021,PRAIRIE LAKES,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,,,,FALSE
2021,PRAIRIE LAKES,AAC WHEATLAND <SECAN>,18,4254.0,56.1,TRUE
2021,PRAIRIE LAKES,BOLLES <SEED DEPOT>,4,1100.0,41.3,TRUE
2021,PRAIRIE LAKES,CARDALE (BW429),,,,FALSE
2021,PRAIRIE LAKES,GLENN,,,,FALSE
2021,PRAIRIE LAKES,SY TORACH <SYNGENTA>,,,,FALSE
2021,PRAIRIE VIEW,AAC BRANDON (BW 932),41,12184.0,46.0,TRUE
2021,PRAIRIE VIEW,AAC CAMERON VB <CANTERRA>,3,1118.0,70.3,TRUE
2021,PRAIRIE VIEW,AAC LEROY VB <ALLIANCE>,3,560.0,55.3,TRUE
2021,PRAIRIE VIEW,AAC REDBERRY,29,13210.0,52.6,TRUE
2021,PRAIRIE VIEW,AAC REDWATER (PT457),,,,FALSE
2021,PRAIRIE VIEW,AAC STARBUCK <SECAN>,26,12525.0,58.8,TRUE
2021,PRAIRIE VIEW,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,,,,FALSE
2021,PRAIRIE VIEW,AAC WHEATLAND <SECAN>,40,16251.0,58.1,TRUE
2021,PRAIRIE VIEW,BOLLES <SEED DEPOT>,28,13441.0,53.4,TRUE
2021,PRAIRIE VIEW,CDC LANDMARK,6,2284.0,57.9,TRUE
2021,PRAIRIE VIEW,GLENN,,,,FALSE
2021,PRAIRIE VIEW,SY GABBRO <SYNGENTA>,,,,FALSE
2021,REYNOLDS,AAC BRANDON (BW 932),,,,FALSE
2021,REYNOLDS,AAC STARBUCK <SECAN>,,,,FALSE
