Year	Municipality	Crop	Variety	Farms	Acres	Yield/Acre	(Metric)	Yield/Acre	(Imperial)
2020	RIDING MOUNTAIN WEST	RED SPRING WHEAT	AAC ALIDA (BW980)	4	1,878.0	1.709	Tonnes	62.8	Bushels
2020	RIDING MOUNTAIN WEST	RED SPRING WHEAT	AAC BRANDON (BW 932)	40	17,131.0	1.765	Tonnes	64.9	Bushels
2020	RIDING MOUNTAIN WEST	RED SPRING WHEAT	AAC CAMERON VB <CANTERRA>	Below	Minimum	Tolerance	 	 	 
2020	RIDING MOUNTAIN WEST	RED SPRING WHEAT	AAC ELIE(BW931)	3	1,490.0	1.514	Tonnes	55.6	Bushels
2020	RIDING MOUNTAIN WEST	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2020	RIDING MOUNTAIN WEST	RED SPRING WHEAT	AAC REDBERRY	23	6,653.0	1.738	Tonnes	63.9	Bushels
2020	RIDING MOUNTAIN WEST	RED SPRING WHEAT	AAC REDWATER (PT457)	Below	Minimum	Tolerance	 	 	 
2020	RIDING MOUNTAIN WEST	RED SPRING WHEAT	AAC STARBUCK <SECAN>	Below	Minimum	Tolerance	 	 	 
2020	RIDING MOUNTAIN WEST	RED SPRING WHEAT	AAC TISDALE (PT250)	Below	Minimum	Tolerance	 	 	 
2020	RIDING MOUNTAIN WEST	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	22	8,347.0	1.788	Tonnes	65.7	Bushels
2020	RIDING MOUNTAIN WEST	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	Below	Minimum	Tolerance	 	 	 
2020	RIDING MOUNTAIN WEST	RED SPRING WHEAT	BOLLES <SEED DEPOT>	23	8,425.0	1.768	Tonnes	65.0	Bushels
2020	RIDING MOUNTAIN WEST	RED SPRING WHEAT	CARBERRY (BW874)	Below	Minimum	Tolerance	 	 	 
2020	RIDING MOUNTAIN WEST	RED SPRING WHEAT	CDC BRADWELL <SECAN> |BW472|	Below	Minimum	Tolerance	 	 	 
2020	RIDING MOUNTAIN WEST	RED SPRING WHEAT	CDC LANDMARK	31	15,421.0	1.734	Tonnes	63.7	Bushels
2020	RIDING MOUNTAIN WEST	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	4	697.0	2.001	Tonnes	73.5	Bushels
2020	RIDING MOUNTAIN WEST	RED SPRING WHEAT	CDC TITANIUM <PROVEN>	Below	Minimum	Tolerance	 	 	 
2020	RIDING MOUNTAIN WEST	RED SPRING WHEAT	GLENN	Below	Minimum	Tolerance	 	 	 
2020	RIDING MOUNTAIN WEST	RED SPRING WHEAT	SY GABBRO <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	RITCHOT	RED SPRING WHEAT	AAC BRANDON (BW 932)	27	10,518.0	1.925	Tonnes	70.7	Bushels
2020	RITCHOT	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2020	RITCHOT	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	7	642.0	1.991	Tonnes	73.2	Bushels
2020	RITCHOT	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2020	RITCHOT	RED SPRING WHEAT	SY GABBRO <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	RIVERDALE	RED SPRING WHEAT	AAC ALIDA (BW980)	Below	Minimum	Tolerance	 	 	 
2020	RIVERDALE	RED SPRING WHEAT	AAC BRANDON (BW 932)	45	20,224.0	1.567	Tonnes	57.6	Bushels
2020	RIVERDALE	RED SPRING WHEAT	AAC CAMERON VB <CANTERRA>	Below	Minimum	Tolerance	 	 	 
2020	RIVERDALE	RED SPRING WHEAT	AAC REDBERRY	Below	Minimum	Tolerance	 	 	 
2020	RIVERDALE	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	5	1,405.0	1.324	Tonnes	48.6	Bushels
2020	RIVERDALE	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2020	RIVERDALE	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	Below	Minimum	Tolerance	 	 	 
2020	ROCKWOOD	RED SPRING WHEAT	AAC BRANDON (BW 932)	62	22,658.2	1.664	Tonnes	61.1	Bushels
2020	ROCKWOOD	RED SPRING WHEAT	AAC CONNERY |PT245|	Below	Minimum	Tolerance	 	 	 
2020	ROCKWOOD	RED SPRING WHEAT	AAC ELIE(BW931)	8	2,524.0	1.791	Tonnes	65.8	Bushels
2020	ROCKWOOD	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2020	ROCKWOOD	RED SPRING WHEAT	AAC STARBUCK <SECAN>	Below	Minimum	Tolerance	 	 	 
2020	ROCKWOOD	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2020	ROCKWOOD	RED SPRING WHEAT	BOLLES <SEED DEPOT>	4	910.0	1.648	Tonnes	60.6	Bushels
2020	ROCKWOOD	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2020	ROCKWOOD	RED SPRING WHEAT	CDC HUGHES <CPSC> |PT588|	Below	Minimum	Tolerance	 	 	 
2020	ROCKWOOD	RED SPRING WHEAT	GLENN	Below	Minimum	Tolerance	 	 	 
2020	ROLAND	RED SPRING WHEAT	AAC BAILEY (BW901)	Below	Minimum	Tolerance	 	 	 
2020	ROLAND	RED SPRING WHEAT	AAC BRANDON (BW 932)	61	17,558.0	1.845	Tonnes	67.8	Bushels
2020	ROLAND	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2020	ROLAND	RED SPRING WHEAT	AAC STARBUCK <SECAN>	Below	Minimum	Tolerance	 	 	 
2020	ROLAND	RED SPRING WHEAT	AC BARRIE (BW 661)	Below	Minimum	Tolerance	 	 	 
2020	ROLAND	RED SPRING WHEAT	BOLLES <SEED DEPOT>	5	518.0	2.113	Tonnes	77.6	Bushels
2020	ROLAND	RED SPRING WHEAT	CARDALE (BW429)	9	3,143.0	1.812	Tonnes	66.6	Bushels
2020	ROLAND	RED SPRING WHEAT	CDC HUGHES <CPSC> |PT588|	Below	Minimum	Tolerance	 	 	 
2020	ROLAND	RED SPRING WHEAT	PT599 <SECAN>	Below	Minimum	Tolerance	 	 	 
2020	ROLAND	RED SPRING WHEAT	SY TORACH <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	ROSEDALE	RED SPRING WHEAT	5605HR CL (BW918)	Below	Minimum	Tolerance	 	 	 
2020	ROSEDALE	RED SPRING WHEAT	AAC BRANDON (BW 932)	34	12,072.0	1.806	Tonnes	66.4	Bushels
2020	ROSEDALE	RED SPRING WHEAT	AAC ELIE(BW931)	4	2,922.0	1.641	Tonnes	60.3	Bushels
2020	ROSEDALE	RED SPRING WHEAT	AAC REDBERRY	5	2,113.0	1.865	Tonnes	68.5	Bushels
2020	ROSEDALE	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	10	4,819.0	1.735	Tonnes	63.7	Bushels
2020	ROSEDALE	RED SPRING WHEAT	AC BARRIE (BW 661)	Below	Minimum	Tolerance	 	 	 
2020	ROSEDALE	RED SPRING WHEAT	BOLLES <SEED DEPOT>	4	684.0	2.028	Tonnes	74.5	Bushels
2020	ROSEDALE	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	Below	Minimum	Tolerance	 	 	 
2020	ROSSBURN	RED SPRING WHEAT	AAC BRANDON (BW 932)	36	14,125.0	1.671	Tonnes	61.4	Bushels
2020	ROSSBURN	RED SPRING WHEAT	AAC REDBERRY	9	2,994.0	1.576	Tonnes	57.9	Bushels
2020	ROSSBURN	RED SPRING WHEAT	AAC REDWATER (PT457)	Below	Minimum	Tolerance	 	 	 
2020	ROSSBURN	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	7	2,664.0	1.577	Tonnes	57.9	Bushels
2020	ROSSBURN	RED SPRING WHEAT	BOLLES <SEED DEPOT>	10	1,904.0	1.717	Tonnes	63.1	Bushels
2020	ROSSBURN	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2020	ROSSBURN	RED SPRING WHEAT	CDC LANDMARK	Below	Minimum	Tolerance	 	 	 
2020	ROSSBURN	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	Below	Minimum	Tolerance	 	 	 
2020	ROSSBURN	RED SPRING WHEAT	CDC VR MORRIS (BW423)	Below	Minimum	Tolerance	 	 	 
2020	ROSSBURN	RED SPRING WHEAT	GLENN	Below	Minimum	Tolerance	 	 	 
2020	ROSSBURN	RED SPRING WHEAT	SY GABBRO <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	ROSSER	RED SPRING WHEAT	AAC BRANDON (BW 932)	35	16,118.0	1.934	Tonnes	71.1	Bushels
2020	ROSSER	RED SPRING WHEAT	AAC ELIE(BW931)	5	1,842.0	1.708	Tonnes	62.8	Bushels
2020	ROSSER	RED SPRING WHEAT	AAC STARBUCK <SECAN>	Below	Minimum	Tolerance	 	 	 
2020	ROSSER	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	3	1,970.0	2.221	Tonnes	81.6	Bushels
2020	ROSSER	RED SPRING WHEAT	CARBERRY (BW874)	Below	Minimum	Tolerance	 	 	 
2020	ROSSER	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2020	ROSSER	RED SPRING WHEAT	SY TORACH <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	RUSSELL-BINSCARTH	RED SPRING WHEAT	AAC ALIDA (BW980)	Below	Minimum	Tolerance	 	 	 
2020	RUSSELL-BINSCARTH	RED SPRING WHEAT	AAC BRANDON (BW 932)	13	3,443.0	1.764	Tonnes	64.8	Bushels
2020	RUSSELL-BINSCARTH	RED SPRING WHEAT	AAC CAMERON VB <CANTERRA>	Below	Minimum	Tolerance	 	 	 
2020	RUSSELL-BINSCARTH	RED SPRING WHEAT	AAC ELIE(BW931)	3	1,139.0	1.637	Tonnes	60.2	Bushels
2020	RUSSELL-BINSCARTH	RED SPRING WHEAT	AAC REDBERRY	10	4,798.0	1.816	Tonnes	66.7	Bushels
2020	RUSSELL-BINSCARTH	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2020	RUSSELL-BINSCARTH	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	Below	Minimum	Tolerance	 	 	 
2020	RUSSELL-BINSCARTH	RED SPRING WHEAT	BOLLES <SEED DEPOT>	4	535.0	1.858	Tonnes	68.3	Bushels
2020	RUSSELL-BINSCARTH	RED SPRING WHEAT	CARBERRY (BW874)	Below	Minimum	Tolerance	 	 	 
2020	RUSSELL-BINSCARTH	RED SPRING WHEAT	CDC LANDMARK	10	5,875.0	1.646	Tonnes	60.5	Bushels
2020	RUSSELL-BINSCARTH	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	3	710.0	1.727	Tonnes	63.5	Bushels
2020	RUSSELL-BINSCARTH	RED SPRING WHEAT	FIELDSTAR VB	Below	Minimum	Tolerance	 	 	 
2020	RUSSELL-BINSCARTH	RED SPRING WHEAT	GLENN	Below	Minimum	Tolerance	 	 	 
2020	RUSSELL-BINSCARTH	RED SPRING WHEAT	SY SOVITE <SYNGENTA> |BW1011||08S2133-18	Below	Minimum	Tolerance	 	 	 
2020	SIFTON	RED SPRING WHEAT	5605HR CL (BW918)	Below	Minimum	Tolerance	 	 	 
2020	SIFTON	RED SPRING WHEAT	AAC BRANDON (BW 932)	18	4,883.0	1.386	Tonnes	50.9	Bushels
2020	SIFTON	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2020	SIFTON	RED SPRING WHEAT	AAC TISDALE (PT250)	Below	Minimum	Tolerance	 	 	 
2020	SIFTON	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	Below	Minimum	Tolerance	 	 	 
2020	SOURIS-GLENWOOD	RED SPRING WHEAT	5605HR CL (BW918)	Below	Minimum	Tolerance	 	 	 
2020	SOURIS-GLENWOOD	RED SPRING WHEAT	AAC ALIDA (BW980)	Below	Minimum	Tolerance	 	 	 
2020	SOURIS-GLENWOOD	RED SPRING WHEAT	AAC BRANDON (BW 932)	30	17,478.0	1.733	Tonnes	63.7	Bushels
2020	SOURIS-GLENWOOD	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2020	SOURIS-GLENWOOD	RED SPRING WHEAT	AAC TISDALE (PT250)	3	2,205.0	1.577	Tonnes	57.9	Bushels
2020	SOURIS-GLENWOOD	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	9	3,374.0	1.675	Tonnes	61.6	Bushels
2020	SOURIS-GLENWOOD	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2020	SOURIS-GLENWOOD	RED SPRING WHEAT	CDC LANDMARK	Below	Minimum	Tolerance	 	 	 
2020	SOURIS-GLENWOOD	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	Below	Minimum	Tolerance	 	 	 
2020	SPRINGFIELD	RED SPRING WHEAT	AAC BRANDON (BW 932)	46	14,143.0	1.887	Tonnes	69.3	Bushels
2020	SPRINGFIELD	RED SPRING WHEAT	AAC CONNERY |PT245|	Below	Minimum	Tolerance	 	 	 
2020	SPRINGFIELD	RED SPRING WHEAT	AAC ELIE(BW931)	3	705.0	1.896	Tonnes	69.7	Bushels
2020	SPRINGFIELD	RED SPRING WHEAT	AAC STARBUCK <SECAN>	Below	Minimum	Tolerance	 	 	 
2020	SPRINGFIELD	RED SPRING WHEAT	AAC TISDALE (PT250)	Below	Minimum	Tolerance	 	 	 
2020	SPRINGFIELD	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	4	1,690.0	2.305	Tonnes	84.7	Bushels
2020	SPRINGFIELD	RED SPRING WHEAT	BOLLES <SEED DEPOT>	8	1,480.0	1.961	Tonnes	72.1	Bushels
2020	SPRINGFIELD	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2020	SPRINGFIELD	RED SPRING WHEAT	CDC STANLEY (BW880)	Below	Minimum	Tolerance	 	 	 
2020	SPRINGFIELD	RED SPRING WHEAT	CS DAYBREAK <CANTERRA>	Below	Minimum	Tolerance	 	 	 
2020	ST. ANDREWS	RED SPRING WHEAT	AAC BRANDON (BW 932)	34	16,459.0	1.927	Tonnes	70.8	Bushels
2020	ST. ANDREWS	RED SPRING WHEAT	AAC ELIE(BW931)	11	4,938.0	1.645	Tonnes	60.4	Bushels
2020	ST. ANDREWS	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2020	ST. ANDREWS	RED SPRING WHEAT	BOLLES <SEED DEPOT>	5	932.0	1.911	Tonnes	70.2	Bushels
2020	ST. ANDREWS	RED SPRING WHEAT	CARDALE (BW429)	4	1,395.0	2.069	Tonnes	76.0	Bushels
2020	ST. ANDREWS	RED SPRING WHEAT	CDC GO (BW781)	Below	Minimum	Tolerance	 	 	 
2020	ST. ANDREWS	RED SPRING WHEAT	CS DAYBREAK <CANTERRA>	3	990.0	1.764	Tonnes	64.8	Bushels
2020	ST. ANDREWS	RED SPRING WHEAT	GLENN	Below	Minimum	Tolerance	 	 	 
2020	ST. ANDREWS	RED SPRING WHEAT	SY TORACH <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	ST. CLEMENTS	RED SPRING WHEAT	AAC BRANDON (BW 932)	28	7,973.0	1.737	Tonnes	63.8	Bushels
2020	ST. CLEMENTS	RED SPRING WHEAT	AAC ELIE(BW931)	9	3,122.0	1.935	Tonnes	71.1	Bushels
2020	ST. CLEMENTS	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	8	2,318.0	2.093	Tonnes	76.9	Bushels
2020	ST. CLEMENTS	RED SPRING WHEAT	CS DAYBREAK <CANTERRA>	Below	Minimum	Tolerance	 	 	 
2020	ST. CLEMENTS	RED SPRING WHEAT	KANE (BW342)	Below	Minimum	Tolerance	 	 	 
2020	ST. FRANCIS XAVIER	RED SPRING WHEAT	AAC BRANDON (BW 932)	20	6,457.0	1.815	Tonnes	66.7	Bushels
2020	ST. FRANCIS XAVIER	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2020	ST. FRANCIS XAVIER	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2020	ST. LAURENT	RED SPRING WHEAT	AAC BRANDON (BW 932)	3	871.0	0.750	Tonnes	27.6	Bushels
2020	STANLEY	RED SPRING WHEAT	AAC BRANDON (BW 932)	84	15,544.0	1.857	Tonnes	68.2	Bushels
2020	STANLEY	RED SPRING WHEAT	AAC ELIE(BW931)	12	3,147.0	1.828	Tonnes	67.2	Bushels
2020	STANLEY	RED SPRING WHEAT	AAC STARBUCK <SECAN>	Below	Minimum	Tolerance	 	 	 
2020	STANLEY	RED SPRING WHEAT	AAC TISDALE (PT250)	3	879.0	1.520	Tonnes	55.8	Bushels
2020	STANLEY	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2020	STANLEY	RED SPRING WHEAT	CARBERRY (BW874)	Below	Minimum	Tolerance	 	 	 
2020	STANLEY	RED SPRING WHEAT	CARDALE (BW429)	5	708.0	1.885	Tonnes	69.3	Bushels
2020	STANLEY	RED SPRING WHEAT	CDC HUGHES <CPSC> |PT588|	Below	Minimum	Tolerance	 	 	 
2020	STE. ANNE	RED SPRING WHEAT	AAC BRANDON (BW 932)	25	4,097.0	1.856	Tonnes	68.2	Bushels
2020	STE. ANNE	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2020	STE. ROSE	RED SPRING WHEAT	AAC BRANDON (BW 932)	19	8,740.0	1.749	Tonnes	64.3	Bushels
2020	STE. ROSE	RED SPRING WHEAT	AAC CONNERY |PT245|	Below	Minimum	Tolerance	 	 	 
2020	STE. ROSE	RED SPRING WHEAT	AAC REDWATER (PT457)	Below	Minimum	Tolerance	 	 	 
2020	STE. ROSE	RED SPRING WHEAT	AAC TISDALE (PT250)	9	2,168.0	1.546	Tonnes	56.8	Bushels
2020	STE. ROSE	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2020	STE. ROSE	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2020	STE. ROSE	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2020	STE. ROSE	RED SPRING WHEAT	SY GABBRO <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	SWAN VALLEY WEST	RED SPRING WHEAT	AAC BRANDON (BW 932)	26	11,111.0	1.811	Tonnes	66.5	Bushels
2020	SWAN VALLEY WEST	RED SPRING WHEAT	AAC CAMERON VB <CANTERRA>	Below	Minimum	Tolerance	 	 	 
2020	SWAN VALLEY WEST	RED SPRING WHEAT	AAC CONNERY |PT245|	5	2,039.0	1.612	Tonnes	59.2	Bushels
2020	SWAN VALLEY WEST	RED SPRING WHEAT	AAC REDBERRY	9	3,112.0	1.569	Tonnes	57.7	Bushels
2020	SWAN VALLEY WEST	RED SPRING WHEAT	AAC REDSTAR <SECAN> |PT488|	Below	Minimum	Tolerance	 	 	 
2020	SWAN VALLEY WEST	RED SPRING WHEAT	AAC RUSSELL <FP GENETICS>	Below	Minimum	Tolerance	 	 	 
2020	SWAN VALLEY WEST	RED SPRING WHEAT	AAC TISDALE (PT250)	8	1,140.0	1.523	Tonnes	56.0	Bushels
2020	SWAN VALLEY WEST	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	77	42,496.0	1.971	Tonnes	72.4	Bushels
2020	SWAN VALLEY WEST	RED SPRING WHEAT	AAC WARMAN VB <SECAN>	Below	Minimum	Tolerance	 	 	 
2020	SWAN VALLEY WEST	RED SPRING WHEAT	AC DOMAIN (BW 148)	Below	Minimum	Tolerance	 	 	 
2020	SWAN VALLEY WEST	RED SPRING WHEAT	AC STETTLER <SECAN> |BW867|	4	962.0	1.606	Tonnes	59.0	Bushels
2020	SWAN VALLEY WEST	RED SPRING WHEAT	BOLLES <SEED DEPOT>	6	1,374.0	1.845	Tonnes	67.8	Bushels
2020	SWAN VALLEY WEST	RED SPRING WHEAT	BW 5044	Below	Minimum	Tolerance	 	 	 
2020	SWAN VALLEY WEST	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2020	SWAN VALLEY WEST	RED SPRING WHEAT	CDC ABOUND (BW824)	Below	Minimum	Tolerance	 	 	 
2020	SWAN VALLEY WEST	RED SPRING WHEAT	CDC LANDMARK	4	981.0	1.732	Tonnes	63.6	Bushels
2020	SWAN VALLEY WEST	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	4	828.0	1.417	Tonnes	52.1	Bushels
2020	SWAN VALLEY WEST	RED SPRING WHEAT	CDC STANLEY (BW880)	Below	Minimum	Tolerance	 	 	 
2020	SWAN VALLEY WEST	RED SPRING WHEAT	MUCHMORE (BW875)	Below	Minimum	Tolerance	 	 	 
2020	SWAN VALLEY WEST	RED SPRING WHEAT	SY GABBRO <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	TACHE	RED SPRING WHEAT	AAC BRANDON (BW 932)	52	12,553.0	1.844	Tonnes	67.8	Bushels
2020	TACHE	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2020	TACHE	RED SPRING WHEAT	AAC STARBUCK <SECAN>	Below	Minimum	Tolerance	 	 	 
2020	TACHE	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2020	TACHE	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2020	TACHE	RED SPRING WHEAT	CARBERRY (BW874)	Below	Minimum	Tolerance	 	 	 
2020	TACHE	RED SPRING WHEAT	CDC BRADWELL <SECAN> |BW472|	Below	Minimum	Tolerance	 	 	 
2020	TACHE	RED SPRING WHEAT	CDC STANLEY (BW880)	Below	Minimum	Tolerance	 	 	 
2020	THOMPSON	RED SPRING WHEAT	AAC ALIDA (BW980)	Below	Minimum	Tolerance	 	 	 
2020	THOMPSON	RED SPRING WHEAT	AAC BRANDON (BW 932)	51	15,441.0	1.799	Tonnes	66.1	Bushels
2020	THOMPSON	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2020	THOMPSON	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2020	THOMPSON	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2020	THOMPSON	RED SPRING WHEAT	CARBERRY (BW874)	Below	Minimum	Tolerance	 	 	 
2020	THOMPSON	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2020	THOMPSON	RED SPRING WHEAT	SY TORACH <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	TWO BORDERS	RED SPRING WHEAT	5500HR (BW 245)	Below	Minimum	Tolerance	 	 	 
2020	TWO BORDERS	RED SPRING WHEAT	5604HR CL (BW 878)	Below	Minimum	Tolerance	 	 	 
2020	TWO BORDERS	RED SPRING WHEAT	AAC ALIDA (BW980)	Below	Minimum	Tolerance	 	 	 
2020	TWO BORDERS	RED SPRING WHEAT	AAC BRANDON (BW 932)	80	44,332.5	1.600	Tonnes	58.8	Bushels
2020	TWO BORDERS	RED SPRING WHEAT	AAC CAMERON VB <CANTERRA>	4	2,177.0	1.321	Tonnes	48.5	Bushels
2020	TWO BORDERS	RED SPRING WHEAT	AAC ELIE(BW931)	49	27,266.5	1.544	Tonnes	56.7	Bushels
2020	TWO BORDERS	RED SPRING WHEAT	AAC REDBERRY	Below	Minimum	Tolerance	 	 	 
2020	TWO BORDERS	RED SPRING WHEAT	AAC TISDALE (PT250)	Below	Minimum	Tolerance	 	 	 
2020	TWO BORDERS	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	8	3,244.0	1.431	Tonnes	52.6	Bushels
2020	TWO BORDERS	RED SPRING WHEAT	CARBERRY (BW874)	6	2,885.0	1.380	Tonnes	50.7	Bushels
2020	TWO BORDERS	RED SPRING WHEAT	CDC GO (BW781)	Below	Minimum	Tolerance	 	 	 
2020	TWO BORDERS	RED SPRING WHEAT	CDC HUGHES <CPSC> |PT588|	Below	Minimum	Tolerance	 	 	 
2020	TWO BORDERS	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	Below	Minimum	Tolerance	 	 	 
2020	TWO BORDERS	RED SPRING WHEAT	GLENN	Below	Minimum	Tolerance	 	 	 
2020	TWO BORDERS	RED SPRING WHEAT	SY TORACH <SYNGENTA>	13	3,359.0	1.566	Tonnes	57.6	Bushels
2020	UNORG TERRITORY	RED SPRING WHEAT	AAC BRANDON (BW 932)	3	882.0	1.618	Tonnes	59.5	Bushels
2020	UNORG TERRITORY	RED SPRING WHEAT	AAC TISDALE (PT250)	Below	Minimum	Tolerance	 	 	 
2020	UNORG TERRITORY	RED SPRING WHEAT	CARBERRY (BW874)	Below	Minimum	Tolerance	 	 	 
2020	VICTORIA	RED SPRING WHEAT	AAC BRANDON (BW 932)	27	8,419.0	1.839	Tonnes	67.6	Bushels
2020	VICTORIA	RED SPRING WHEAT	AAC ELIE(BW931)	6	1,841.0	1.705	Tonnes	62.6	Bushels
2020	VICTORIA	RED SPRING WHEAT	AAC REDBERRY	Below	Minimum	Tolerance	 	 	 
2020	VICTORIA	RED SPRING WHEAT	AAC TISDALE (PT250)	4	742.0	1.783	Tonnes	65.5	Bushels
2020	VICTORIA	RED SPRING WHEAT	CARDALE (BW429)	4	737.0	1.196	Tonnes	43.9	Bushels
2020	VICTORIA	RED SPRING WHEAT	CDC TITANIUM <PROVEN>	Below	Minimum	Tolerance	 	 	 
2020	VICTORIA	RED SPRING WHEAT	SY TORACH <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC ALIDA (BW980)	3	739.0	2.069	Tonnes	76.0	Bushels
2020	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC BRANDON (BW 932)	106	48,658.0	1.774	Tonnes	65.2	Bushels
2020	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC CAMERON VB <CANTERRA>	Below	Minimum	Tolerance	 	 	 
2020	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC CONNERY |PT245|	Below	Minimum	Tolerance	 	 	 
2020	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC ELIE(BW931)	9	3,615.0	1.853	Tonnes	68.1	Bushels
2020	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC REDBERRY	8	1,525.0	1.607	Tonnes	59.0	Bushels
2020	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC STARBUCK <SECAN>	Below	Minimum	Tolerance	 	 	 
2020	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC TISDALE (PT250)	14	3,543.0	1.490	Tonnes	54.7	Bushels
